row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2025 VND,2024 VND,numeric__Tính chất giao dịch,numeric__2025 VND,numeric__2024 VND
"Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp","Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp","Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,-,90.000.000.000,,,90000000000.0
"Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp","Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp","Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,-,90.000.000.000,,,90000000000.0
"Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp","Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp","Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,-,3.698.631,,,3698631.0
"Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp","Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp","Công ty Cổ phần 3F VIỆT, công ty con sở hữu gián tiếp",Mua hàng,6.986.855,-,,6986855.0,
"Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp","Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp","Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,95.900.000.000,99.300.000.000,,95900000000.0,99300000000.0
"Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp","Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp","Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,312.500.000.000,32.300.000.000,,312500000000.0,32300000000.0
"Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp","Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp","Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,20.698.654.800,25.262.400.000,,20698654800.0,25262400000.0
"Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp","Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp","Công ty Cổ phần Mobicast, công ty con sở hữu gián tiếp",Mua dịch vụ,166.004.691,132.615.139,,166004691.0,132615139.0
"Công ty Cổ phần Phúc Long Heritage, công ty con sở hữu gián tiếp","Công ty Cổ phần Phúc Long Heritage, công ty con sở hữu gián tiếp","Công ty Cổ phần Phúc Long Heritage, công ty con sở hữu gián tiếp",Thanh toán lãi trái phiếu,4.289.452.000,-,,4289452000.0,
"Công ty Cổ phần Phúc Long Heritage, công ty con sở hữu gián tiếp","Công ty Cổ phần Phúc Long Heritage, công ty con sở hữu gián tiếp","Công ty Cổ phần Phúc Long Heritage, công ty con sở hữu gián tiếp",Mua hàng,1.404.615.655,356.205.457,,1404615655.0,356205457.0
"Công ty Cổ phần Phúc Long Heritage, công ty con sở hữu gián tiếp","Công ty Cổ phần Phúc Long Heritage, công ty con sở hữu gián tiếp","Công ty Cổ phần Phúc Long Heritage, công ty con sở hữu gián tiếp",Chi phí chia sẻ bởi Công ty,1.387.219.064,3.707.614.232,,1387219064.0,3707614232.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp",Khoản vay đã nhận,84.000.000.000,516.000.000.000,,84000000000.0,516000000000.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp",Khoản vay đã hoàn trả,600.000.000.000,-,,600000000000.0,
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp",Chi phí lãi vay từ các khoản vay đã nhận,13.005.465.752,820.821.918,,13005465752.0,820821918.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,-,45.000.000.000,,,45000000000.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,-,45.000.000.000,,,45000000000.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,-,880.027.398,,,880027398.0
"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp","Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco, công ty con sở hữu gián tiếp",Mua hàng,4.982.500,23.940.000,,4982500.0,23940000.0
"Công ty TNHH Plutus Holdings, một công ty con sở hữu gián tiếp","Công ty TNHH Plutus Holdings, một công ty con sở hữu gián tiếp","Công ty TNHH Plutus Holdings, một công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,922.000.000.000,-,,922000000000.0,
"Công ty TNHH Plutus Holdings, một công ty con sở hữu gián tiếp","Công ty TNHH Plutus Holdings, một công ty con sở hữu gián tiếp","Công ty TNHH Plutus Holdings, một công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,38.395.616.440,-,,38395616440.0,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Bán chứng khoán kinh doanh,-,609.860.945.499,,,609860945499.0
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Mua chứng khoán kinh doanh,-,609.860.945.499,,,609860945499.0
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Thu nhập cổ tức,1.048.630.998.000,786.473.248.500,,1048630998000.0,786473248500.0
Techcombank và các công ty con (*),Các bên liên quan khác > Techcombank và các công ty con (*),Techcombank và các công ty con (*),Chi phí chia sẻ cho Công ty,-,5.511.037.620,,,5511037620.0
