row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,1/1/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__1/1/2025 VND
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,11.449.410.032.176,7.244.263.759.717,100.0,,11449410032176.0,7244263759717.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,595.187.880.509,1.444.859.654.047,110.0,4.0,595187880509.0,1444859654047.0
Tiền,Tiền,Tiền,111,,17.937.880.509,697.658.111.995,111.0,,17937880509.0,697658111995.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,577.250.000.000,747.201.542.052,112.0,,577250000000.0,747201542052.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,51.800.000.000,127.303.524.695,120.0,,51800000000.0,127303524695.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,5(a),51.800.000.000,127.303.524.695,123.0,,51800000000.0,127303524695.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,10.675.881.339.094,5.570.347.326.810,130.0,,10675881339094.0,5570347326810.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,132,,726.661.280,1.309.976.905,132.0,,726661280.0,1309976905.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,6(a),10.143.900.000.000,5.039.688.000.000,135.0,,10143900000000.0,5039688000000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,6(c),531.254.677.814,529.349.349.905,136.0,,531254677814.0,529349349905.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,126.540.812.573,101.753.254.165,150.0,,126540812573.0,101753254165.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,21.292.583.499,874.374.591,151.0,,21292583499.0,874374591.0
Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,40.204.851.893,32.739.743.917,152.0,,40204851893.0,32739743917.0
Thuế và các khoản khác phải thu Ngân sách Nhà nước,Thuế và các khoản khác phải thu Ngân sách Nhà nước,Thuế và các khoản khác phải thu Ngân sách Nhà nước,153,,65.043.377.181,68.139.135.657,153.0,,65043377181.0,68139135657.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,38.667.004.112.221,45.321.118.866.270,200.0,,38667004112221.0,45321118866270.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,15.949.849.002.942,22.630.349.520.886,210.0,,15949849002942.0,22630349520886.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,6(b),12.032.345.779.967,18.053.345.779.967,215.0,,12032345779967.0,18053345779967.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,6(d),3.917.503.222.975,4.577.003.740.919,216.0,,3917503222975.0,4577003740919.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,10.145.997.803,3.928.314.177,220.0,,10145997803.0,3928314177.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,7,5.512.575.105,3.685.397.510,221.0,7.0,5512575105.0,3685397510.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,55.910.903.005,51.443.824.805,222.0,,55910903005.0,51443824805.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(50.398.327.900),(47.758.427.295),223.0,,-50398327900.0,-47758427295.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,,4.633.422.698,242.916.667,227.0,,4633422698.0,242916667.0
