row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2025 VND,2024 VND,numeric__Tính chất giao dịch,numeric__2025 VND,numeric__2024 VND
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Khoản vay đã nhận,18.000.000.000,727.446.576.000,,18000000000.0,727446576000.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Khoản vay đã hoàn trả,18.000.000.000,727.446.576.000,,18000000000.0,727446576000.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Chi phí lãi vay từ các khoản,17.358.904,4.803.364.687,,17358904.0,4803364687.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,-,1.472.230.000.000,,,1472230000000.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,-,1.505.230.000.000,,,1505230000000.0
"Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp","Công ty TNHH Tầm nhìn Masan, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,-,26.430.985.205,,,26430985205.0
"Công ty Cổ phầnMasan Blue, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan Blue, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan Blue, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,-,200.500.000.000,,,200500000000.0
"Công ty Cổ phầnMasan Blue, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan Blue, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan Blue, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,7.021.000.000.000,6.007.500.000.000,,7021000000000.0,6007500000000.0
"Công ty Cổ phầnMasan Blue, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan Blue, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan Blue, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,1.328.267.182.606,2.142.211.915.682,,1328267182606.0,2142211915682.0
"Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,-,500.000.000.000,,,500000000000.0
"Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,-,500.000.000.000,,,500000000000.0
"Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,-,87.671.232,,,87671232.0
"Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan High-TechMaterials, công ty con sở hữu gián tiếp",Chi phí chia sẻ bởi Công ty,1.995.746.968,3.041.459.538,,1995746968.0,3041459538.0
"Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,-,1.408.600.000.000,,,1408600000000.0
