row_label_raw,row_label_full,Khoản vay hợp vốn có đảm bảo (*),Loại tiền tệ > USD,Năm đáo hạn > 2027-2030 (**) > 2029,31/12/2025 VND > 10.891.246.000.000 > 1.110.743.150.000,1/1/2025 VND > 12.891.947.500.000 > -,numeric__Loại tiền tệ > USD,numeric__Năm đáo hạn > 2027-2030 (**) > 2029,numeric__31/12/2025 VND > 10.891.246.000.000 > 1.110.743.150.000,numeric__1/1/2025 VND > 12.891.947.500.000 > -
,,,,,12.001.989.150.000,12.891.947.500.000,,,12001989150000.0,12891947500000.0
Trong đó:Khoản đến hạn trảtrong vòng 12 tháng,Trong đó:Khoản đến hạn trảtrong vòng 12 tháng,Trong đó:Khoản đến hạn trảtrong vòng 12 tháng,,,2.149.389.000.000,2.000.701.500.000,,,2149389000000.0,2000701500000.0
