row_label_raw,row_label_full,col_0,Vốncổ phầnVND,Thặng dưvốn cổ phầnVND,Vốn khác của chủ sở hữuVND,Lợi nhuận sau thuế chưa phân phốiVND,TổngVND,numeric__Vốncổ phầnVND,numeric__Thặng dưvốn cổ phầnVND,numeric__Vốn khác của chủ sở hữuVND,numeric__Lợi nhuận sau thuế chưa phân phốiVND,numeric__TổngVND
Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,Số dư tại ngày 1 tháng 1 năm 2024,14.308.434.060.000,8.723.077.701.079,(1.695.338.182.568),259.366.070.952,21.595.539.649.463,14308434060000.0,8723077701079.0,-1695338182568.0,259366070952.0,21595539649463.0
Phát hành cổ phiếu ưu đãi cổ tức có quyền chuyển đổi,Phát hành cổ phiếu ưu đãi cổ tức có quyền chuyển đổi,Phát hành cổ phiếu ưu đãi cổ tức có quyền chuyển đổi,745.764.700.000,5.441.529.802.182,-,-,6.187.294.502.182,745764700000.0,5441529802182.0,,,6187294502182.0
Phát hành cổ phiếu phổ thông,Phát hành cổ phiếu phổ thông,Phát hành cổ phiếu phổ thông,75.082.110.000,(50.000.000),-,-,75.032.110.000,75082110000.0,-50000000.0,,,75032110000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,626.222.499.951,626.222.499.951,,,,626222499951.0,626222499951.0
Số dư tại ngày 1 tháng 1 năm 2025,Số dư tại ngày 1 tháng 1 năm 2025,Số dư tại ngày 1 tháng 1 năm 2025,15.129.280.870.000,14.164.557.503.261,(1.695.338.182.568),885.588.570.903,28.484.088.761.596,15129280870000.0,14164557503261.0,-1695338182568.0,885588570903.0,28484088761596.0
Phát hành cổ phiếu phổ thông,Phát hành cổ phiếu phổ thông,Phát hành cổ phiếu phổ thông,75.638.400.000,(50.000.000),-,-,75.588.400.000,75638400000.0,-50000000.0,,,75588400000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,363.206.553.054,363.206.553.054,,,,363206553054.0,363206553054.0
Số dư tại ngày 31 tháng 12 năm 2025,Số dư tại ngày 31 tháng 12 năm 2025,Số dư tại ngày 31 tháng 12 năm 2025,15.204.919.270.000,14.164.507.503.261,(1.695.338.182.568),1.248.795.123.957,28.922.883.714.650,15204919270000.0,14164507503261.0,-1695338182568.0,1248795123957.0,28922883714650.0
