row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng giảm giá triệu đồng,Tổng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng giảm giá triệu đồng,numeric__Tổng triệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,313.062,15.751,328.813,313062.0,15751.0,328813.0
Dự phòng rủi ro trích lập/(hoàn nhập) trong năm(Thuyết minh số 32),Dự phòng rủi ro trích lập/(hoàn nhập) trong năm(Thuyết minh số 32),Dự phòng rủi ro trích lập/(hoàn nhập) trong năm(Thuyết minh số 32),(104.940),14.151,(90.789),-104940.0,14151.0,-90789.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,208.122,29.902,238.024,208122.0,29902.0,238024.0
