row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Thuyết minh,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,60.431.597,51.437.624,,60431597.0,51437624.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(18.788.241),(17.391.684),,-18788241.0,-17391684.0
"Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,6.183.410,3.802.612,,6183410.0,3802612.0
Thu nhập/(Chi phí) khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập/(Chi phí) khác,Thu nhập/(Chi phí) khác,,(519.558),2.830.349,,-519558.0,2830349.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,6.808.756,(481.781),,6808756.0,-481781.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,3.746.268,3.287.966,,3746268.0,3287966.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,24,(13.872.589),(10.638.062),24.0,-13872589.0,-10638062.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,24,(6.445.272),(3.581.137),24.0,-6445272.0,-3581137.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,37.544.371,29.265.887,,37544371.0,29265887.0
Những thay đổi về tài sản hoạt động Giảm/(Tăng) các khoản tiền gửi và cho vay các TCTD khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động Giảm/(Tăng) các khoản tiền gửi và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động Giảm/(Tăng) các khoản tiền gửi và cho vay các TCTD khác,,9.644.430,(11.132.261),,9644430.0,-11132261.0
Tăng các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các công cụ tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các công cụ tài chính khác,Tăng các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các công cụ tài chính khác,,(7.099.610),(5.492.319),,-7099610.0,-5492319.0
Tăng các khoản cho vay khách hàng và mua nợ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng và mua nợ,Tăng các khoản cho vay khách hàng và mua nợ,,103.299,(103.299),,103299.0,-103299.0
"Tăng nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Tăng nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(83.012.963),(65.208.817),,-83012963.0,-65208817.0
Tăng khác về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(18.737.489),(13.698.651),,-18737489.0,-13698651.0
Tăng khác về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(2.608.156),(21.505.382),,-2608156.0,-21505382.0
