row_label_raw,row_label_full,Vay Ngân hàng Nhà nước Việt Nam,Ngày 31 tháng 12năm 2022triệu đồng > 1.921.140,Ngày 31 tháng 12năm 2021triệu đồng > 8.452.993,numeric__Ngày 31 tháng 12năm 2022triệu đồng > 1.921.140,numeric__Ngày 31 tháng 12năm 2021triệu đồng > 8.452.993
Vay chiết khấu các giấy tờ có giá,Vay chiết khấu các giấy tờ có giá,Vay chiết khấu các giấy tờ có giá,1.913.726,8.442.775,1913726.0,8442775.0
Vay khác,Vay khác,Vay khác,7.414,10.218,7414.0,10218.0
Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,8.093,1.382,8093.0,1382.0
Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,8.093,1.382,8093.0,1382.0
,,,1.929.233,8.454.375,1929233.0,8454375.0
