row_label_raw,row_label_full,col_0,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
Lợi nhuận thuần trước thuế Cộng/(Trừ),Lợi nhuận thuần trước thuế Cộng/(Trừ),Lợi nhuận thuần trước thuế Cộng/(Trừ),21.220.132,14.363.770,21220132.0,14363770.0
- Lỗ từ Công ty con,- Lỗ từ Công ty con,- Lỗ từ Công ty con,3.126.138,-,3126138.0,
- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,(12.801),(1.967),-12801.0,-1967.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,20.142,23.710,20142.0,23710.0
- Các khoản giảm trừ khác,- Các khoản giảm trừ khác,- Các khoản giảm trừ khác,(6.408),(16.493),-6408.0,-16493.0
- Điều chỉnh chi phí do hợp nhất báo cáo tài chính,- Điều chỉnh chi phí do hợp nhất báo cáo tài chính,- Điều chỉnh chi phí do hợp nhất báo cáo tài chính,174.198,42.643,174198.0,42643.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,24.521.400,14.411.663,24521400.0,14411663.0
Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,4.904.280,2.882.333,4904280.0,2882333.0
Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,(44.432),4.267,-44432.0,4267.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,4.859.848,2.886.600,4859848.0,2886600.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,4.545.027,1.169.201,4545027.0,1169201.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(6.445.272),(3.581.137),-6445272.0,-3581137.0
Thuế TNDN do thoái vốn tại công ty con,Thuế TNDN do thoái vốn tại công ty con,Thuế TNDN do thoái vốn tại công ty con,-,4.070.363,,4070363.0
Điều chỉnh chi phí thuế thu nhập doanh nghiệp do hợp nhất BCTC,Điều chỉnh chi phí thuế thu nhập doanh nghiệp do hợp nhất BCTC,Điều chỉnh chi phí thuế thu nhập doanh nghiệp do hợp nhất BCTC,623,-,623.0,
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,2.960.226,4.545.027,2960226.0,4545027.0
