row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,2.068.040,2.428.644,4.496.684,2068040.0,2428644.0,4496684.0
Dự phòng rủi ro trích lập trong năm (Thuyết minh số 36),Dự phòng rủi ro trích lập trong năm (Thuyết minh số 36),Dự phòng rủi ro trích lập trong năm (Thuyết minh số 36),588.623,18.542.262,19.130.885,588623.0,18542262.0,19130885.0
Sử dụng dự phòng do bán nợ,Sử dụng dự phòng do bán nợ,Sử dụng dự phòng do bán nợ,-,(37.981),(37.981),,-37981.0,-37981.0
Sử dụng dự phòng để xử lí rủi ro tín dụng,Sử dụng dự phòng để xử lí rủi ro tín dụng,Sử dụng dự phòng để xử lí rủi ro tín dụng,-,(13.698.651),(13.698.651),,-13698651.0,-13698651.0
Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,2.656.663,7.234.274,9.890.937,2656663.0,7234274.0,9890937.0
