row_label_raw,row_label_full,col_0,Dự phòngchungtriệu đồng,Dự phònggiảm giátriệu đồng,Tổng cộngtriệu đồng,numeric__Dự phòngchungtriệu đồng,numeric__Dự phònggiảm giátriệu đồng,numeric__Tổng cộngtriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,-,-,-,,,
Trích lập trong năm(Thuyết minh số 31),Số dư đầu năm > Trích lập trong năm(Thuyết minh số 31),Trích lập trong năm(Thuyết minh số 31),-,34.120,34.120,,34120.0,34120.0
Số dư cuối năm,Số dư đầu năm > Số dư cuối năm,Số dư cuối năm,-,34.120,34.120,,34120.0,34120.0
