row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,261.019,446.723,261019.0,446723.0
Phải trả nhân viên,Phải trả nhân viên,Phải trả nhân viên,261.019,446.723,261019.0,446723.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,9.552.363,8.816.990,9552363.0,8816990.0
Các khoản khách hàng trả trước,Các khoản khách hàng trả trước,Các khoản khách hàng trả trước,652.547,853.129,652547.0,853129.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,246.740,277.611,246740.0,277611.0
Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,565.852,-,565852.0,
Các khoản treo chờ chuyển tiền,Các khoản treo chờ chuyển tiền,Các khoản treo chờ chuyển tiền,371.948,357.376,371948.0,357376.0
Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,,,,
Nhà nước (Thuyết minh số 24),Thuế và các khoản phải trả ngân sách > Nhà nước (Thuyết minh số 24),Nhà nước (Thuyết minh số 24),3.157.923,4.689.105,3157923.0,4689105.0
Phải trả về hoạt động thanh toán,Thuế và các khoản phải trả ngân sách > Phải trả về hoạt động thanh toán,Phải trả về hoạt động thanh toán,2.518.300,882.715,2518300.0,882715.0
Phải trả nhà cung cấp,Thuế và các khoản phải trả ngân sách > Phải trả nhà cung cấp,Phải trả nhà cung cấp,15.711,6.823,15711.0,6823.0
Các khoản phải trả khác,Thuế và các khoản phải trả ngân sách > Các khoản phải trả khác,Các khoản phải trả khác,2.023.342,1.750.231,2023342.0,1750231.0
,,,9.813.382,9.263.713,9813382.0,9263713.0
