row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệ,107.266.787,105.648.534,(105.642.631),5.903,numeric__107.266.787,numeric__105.648.534,numeric__(105.642.631),numeric__5.903
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,27.580.241,27.692.826,(27.472.003),220.823,27580241.0,27692826.0,-27472003.0,220823.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,79.686.546,77.955.708,(78.170.628),(214.920),79686546.0,77955708.0,-78170628.0,-214920.0
Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,74.334.962,44.718.498,(44.739.770),(21.272),74334962.0,44718498.0,-44739770.0,-21272.0
,,,181.601.749,150.367.032,(150.382.401),(15.369),181601749.0,150367032.0,-150382401.0,-15369.0
