row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệ,62.203.676,62.008.819,(62.130.697),(121.878),numeric__62.203.676,numeric__62.008.819,numeric__(62.130.697),numeric__(121.878)
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,4.226.245,4.217.062,(4.201.864),15.198,4226245.0,4217062.0,-4201864.0,15198.0
Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,57.977.431,57.791.757,(57.928.833),(137.076),57977431.0,57791757.0,-57928833.0,-137076.0
Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,61.319.521,53.798.063,(53.572.886),225.177,61319521.0,53798063.0,-53572886.0,225177.0
,,,123.523.197,115.806.882,(115.703.583),103.299,123523197.0,115806882.0,-115703583.0,103299.0
