row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Thuyết minh,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,27,62.200.250,50.827.098,27.0,62200250.0,50827098.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,28,(21.179.192),(16.478.269),28.0,-21179192.0,-16478269.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,41.021.058,34.348.829,,41021058.0,34348829.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,10.455.695,6.884.061,,10455695.0,6884061.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(4.017.943),(2.825.030),,-4017943.0,-2825030.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,29,6.437.752,4.059.031,29.0,6437752.0,4059031.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối (Lỗ)/Lãi thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ hoạt động kinh doanh ngoại hối (Lỗ)/Lãi thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ hoạt động kinh doanh ngoại hối (Lỗ)/Lãi thuần từ mua bán chứng khoán kinh doanh,30,(618.050),(76.394),30.0,-618050.0,-76394.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối (Lỗ)/Lãi thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ hoạt động kinh doanh ngoại hối (Lỗ)/Lãi thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ hoạt động kinh doanh ngoại hối (Lỗ)/Lãi thuần từ mua bán chứng khoán kinh doanh,31,(149.194),8.879,31.0,-149194.0,8879.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,32,508.755,3.150.866,32.0,508755.0,3150866.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,13.017.039,5.468.704,,13017039.0,5468704.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(2.433.072),(2.660.916),,-2433072.0,-2660916.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,33,10.583.967,2.807.788,33.0,10583967.0,2807788.0
Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,34,12.801,2.476,34.0,12801.0,2476.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,57.797.089,44.301.475,,57797089.0,44301475.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,35,(14.115.731),(10.718.937),35.0,-14115731.0,-10718937.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,43.681.358,33.582.538,,43681358.0,33582538.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,36,(22.461.226),(19.218.768),36.0,-22461226.0,-19218768.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,21.220.132,14.363.770,,21220132.0,14363770.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,24.1,(4.859.848),(2.886.600),241.0,-4859848.0,-2886600.0
Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,,548.523,-,,548523.0,
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(4.311.325),(2.886.600),,-4311325.0,-2886600.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,16.908.807,11.477.170,,16908807.0,11477170.0
Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,,(1.259.161),(244.038),,-1259161.0,-244038.0
Lợi nhuận thuần của cổ đông Ngân hàng,Lợi nhuận thuần của cổ đông Ngân hàng,Lợi nhuận thuần của cổ đông Ngân hàng,,18.167.968,11.721.208,,18167968.0,11721208.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),26,2.718,1.764,26.0,2718.0,1764.0
