row_label_raw,row_label_full,Họ và tên,Chức vụ,numeric__Chức vụ
Bà Nguyễn Thị Mai Trinh,Bà Nguyễn Thị Mai Trinh,Bà Nguyễn Thị Mai Trinh,Trường Ban Kiểm soát chuyên trách(đến ngày 25 tháng 12 năm 2022),
Bà Kim Ly Huyền,Bà Kim Ly Huyền,Bà Kim Ly Huyền,Trường Ban Kiểm soát chuyên trách(từ ngày 26 tháng 12 năm 2022)Thành viên(đến ngày 25 tháng 12 năm 2022),
Bà Trịnh Thị Thanh HằngÔng Vũ Hồng Cao,Bà Trịnh Thị Thanh HằngÔng Vũ Hồng Cao,Bà Trịnh Thị Thanh HằngÔng Vũ Hồng Cao,Thành viên chuyên tráchThành viên,
