row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,50.149.266,53.004.407,50149266.0,53004407.0
- Bằng VND,- Bằng VND,- Bằng VND,47.395.456,51.840.603,47395456.0,51840603.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.753.810,1.163.804,2753810.0,1163804.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,249.386.270,187.750.149,249386270.0,187750149.0
- Bằng VND,- Bằng VND,- Bằng VND,247.109.955,185.652.557,247109955.0,185652557.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.276.315,2.097.592,2276315.0,2097592.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,67.894,78.364,67894.0,78364.0
- Bằng VND,- Bằng VND,- Bằng VND,10.696,16.714,10696.0,16714.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,57.198,61.650,57198.0,61650.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,3.547.987,1.004.108,3547987.0,1004108.0
- Bằng VND,- Bằng VND,- Bằng VND,2.606.571,796.886,2606571.0,796886.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,941.416,207.222,941416.0,207222.0
,,,303.151.417,241.837.028,303151417.0,241837028.0
