row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022%/năm,Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2022%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"3,90 – 16,40","3,15 – 15,40",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"3,00 – 7,10","2,60 – 6,50",,
Cho vay tiêu dùng bằng VND,Cho vay bằng ngoại tệ > Cho vay tiêu dùng bằng VND,Cho vay tiêu dùng bằng VND,"39,13","39,74",39.13,39.74
