row_label_raw,row_label_full,col_0,Giá trị sổ sách > Ngày 31 tháng 12năm 2022triệu đồng,Giá trị sổ sách > Ngày 31 tháng 12năm 2021triệu đồng,numeric__Giá trị sổ sách > Ngày 31 tháng 12năm 2022triệu đồng,numeric__Giá trị sổ sách > Ngày 31 tháng 12năm 2021triệu đồng
Bất động sản,Bất động sản,Bất động sản,764.230.582,462.522.578,764230582.0,462522578.0
Động sản,Động sản,Động sản,78.159.112,58.498.987,78159112.0,58498987.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,224.648.570,265.743.561,224648570.0,265743561.0
Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,485.374.522,288.885.946,485374522.0,288885946.0
,,,1.552.412.786,1.075.651.072,1552412786.0,1075651072.0
