row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12 năm 2022 triệu đồng,Ngày 31 tháng 12 năm 2021 triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2022 triệu đồng,numeric__Ngày 31 tháng 12 năm 2021 triệu đồng
Nghĩa vụ nợ tiềm ẩn,Nghĩa vụ nợ tiềm ẩn,Nghĩa vụ nợ tiềm ẩn,40,550.597.539,449.928.819,40.0,550597539.0,449928819.0
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,,2.468.421,28.721,,2468421.0,28721.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,,162.851.173,116.395.985,,162851173.0,116395985.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,,1.158.171,520.241,,1158171.0,520241.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,,786.489,155.144,,786489.0,155144.0
- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,,160.906.513,115.720.600,,160906513.0,115720600.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,,46.948.724,49.784.582,,46948724.0,49784582.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,,22.209.420,16.818.493,,22209420.0,16818493.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,,316.119.801,266.901.038,,316119801.0,266901038.0
Các khoản mục ngoại bằng khác,Các khoản mục ngoại bằng khác,Các khoản mục ngoại bằng khác,,170.691.397,139.327.817,,170691397.0,139327817.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,41.1,8.238.825,8.498.568,411.0,8238825.0,8498568.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,41.2,67.869.591,61.824.467,412.0,67869591.0,61824467.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,41.3,94.582.981,69.004.782,413.0,94582981.0,69004782.0
