row_label_raw,row_label_full,col_0,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,10.455.695,6.884.061,10455695.0,6884061.0
Thu từ dịch vụ thanh toán và ngân quỹ,Thu từ dịch vụ thanh toán và ngân quỹ,Thu từ dịch vụ thanh toán và ngân quỹ,2.364.657,1.358.023,2364657.0,1358023.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,81.520,190.091,81520.0,190091.0
Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,3.353.881,2.362.235,3353881.0,2362235.0
Thu từ dịch vụ khác,Thu từ dịch vụ khác,Thu từ dịch vụ khác,4.655.637,2.973.712,4655637.0,2973712.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(4.017.943),(2.825.030),-4017943.0,-2825030.0
Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,(285.365),(264.710),-285365.0,-264710.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(3.835),(8.450),-3835.0,-8450.0
Chi về dịch vụ bảo hiểm,Chi về dịch vụ bảo hiểm,Chi về dịch vụ bảo hiểm,(57.204),-,-57204.0,
Hoa hồng môi giới,Hoa hồng môi giới,Hoa hồng môi giới,(989.431),(1.008.243),-989431.0,-1008243.0
Chi từ dịch vụ khác,Chi từ dịch vụ khác,Chi từ dịch vụ khác,(2.682.108),(1.543.627),-2682108.0,-1543627.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,6.437.752,4.059.031,6437752.0,4059031.0
