row_label_raw,row_label_full,col_0,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,13.017.039,5.468.704,13017039.0,5468704.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,2.838.951,1.713.898,2838951.0,1713898.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,3.746.268,3.287.966,3746268.0,3287966.0
Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,2.944,1.603,2944.0,1603.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,82.643,110.514,82643.0,110514.0
Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,340.102,-,340102.0,
Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,814,566,814.0,566.0
Thu nhận hỗ trợ và thu nhập khác,Thu nhận hỗ trợ và thu nhập khác,Thu nhận hỗ trợ và thu nhập khác,6.005.317,354.157,6005317.0,354157.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(2.433.072),(2.660.916),-2433072.0,-2660916.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(1.988.474),(1.247.964),-1988474.0,-1247964.0
Chi về thanh lý tài sản cố định,Chi về thanh lý tài sản cố định,Chi về thanh lý tài sản cố định,(163),-,-163.0,
Chi về thanh lý tài sản khác,Chi về thanh lý tài sản khác,Chi về thanh lý tài sản khác,(32.286),(142.435),-32286.0,-142435.0
Chi về hoạt động mua bán nợ,Chi về hoạt động mua bán nợ,Chi về hoạt động mua bán nợ,(21),(585.284),-21.0,-585284.0
Chi khác,Chi khác,Chi khác,(412.128),(685.233),-412128.0,-685233.0
,,,10.583.967,2.807.788,10583967.0,2807788.0
