row_label_raw,row_label_full,col_0,Trong nước triệu đồng,Nước ngoài triệu đồng,Tổng cộng triệu đồng,numeric__Trong nước triệu đồng,numeric__Nước ngoài triệu đồng,numeric__Tổng cộng triệu đồng
"Tổng dư nợ cho vay khách hàng, mua nợ và cấp tín dụng cho các TCTD khác","Tổng dư nợ cho vay khách hàng, mua nợ và cấp tín dụng cho các TCTD khác","Tổng dư nợ cho vay khách hàng, mua nợ và cấp tín dụng cho các TCTD khác",446.431.597,-,446.431.597,446431597.0,,446431597.0
Tổng huy động,Tổng huy động,Tổng huy động,448.548.974,60.527.816,509.076.790,448548974.0,60527816.0,509076790.0
Các cam kết tín dụng và bảo lãnh khác,Các cam kết tín dụng và bảo lãnh khác,Các cam kết tín dụng và bảo lãnh khác,71.626.565,-,71.626.565,71626565.0,,71626565.0
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,54.965,(39.596),15.369,54965.0,-39596.0,15369.0
Kinh doanh và đầu tư chứng khoán,Kinh doanh và đầu tư chứng khoán,Kinh doanh và đầu tư chứng khoán,91.179.136,-,91.179.136,91179136.0,,91179136.0
