row_label_raw,row_label_full,col_0,Lợi nhuận trước thuế triệu đồng,numeric__Lợi nhuận trước thuế triệu đồng
Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,6.672.229,6672229.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,2.378.721,2378721.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,(541.656),-541656.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,(158.073),-158073.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,(2.642.111),-2642111.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,7.776.179,7776179.0
Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,10.325,10325.0
Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,(3.396.794),-3396794.0
Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,(3.242.458),-3242458.0
,,,6.856.362,6856362.0
