row_label_raw,row_label_full,col_0,Vốn cổ phần Triệu VND,Thăng dư vốn cổ phần Triệu VND,Vốn khác của chủ sở hữu Triệu VND,Chênh lệch tỷ giá hối đoái Triệu VND,Quỹ khác thuộc vốn chủ sở hữu Triệu VND,Lợi nhuận sau thuế chưa phân phối Triệu VND,Vốn chủ sở hữu thuộc về cổ đông của Công ty Triệu VND,Lợi ích cổ đông không kiểm soát Triệu VND,Tổng Triệu VND,numeric__Vốn cổ phần Triệu VND,numeric__Thăng dư vốn cổ phần Triệu VND,numeric__Vốn khác của chủ sở hữu Triệu VND,numeric__Chênh lệch tỷ giá hối đoái Triệu VND,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu VND,numeric__Lợi nhuận sau thuế chưa phân phối Triệu VND,numeric__Vốn chủ sở hữu thuộc về cổ đông của Công ty Triệu VND,numeric__Lợi ích cổ đông không kiểm soát Triệu VND,numeric__Tổng Triệu VND
Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,14.237.248,8.723.128,(8.388.147),(385.158),583.625,11.381.940,26.152.636,10.484.103,36.636.739,14237248.0,8723128.0,-8388147.0,-385158.0,583625.0,11381940.0,26152636.0,10484103.0,36636739.0
Phát hành cổ phiếu mới,Phát hành cổ phiếu mới,Phát hành cổ phiếu mới,71.186,(50),-,-,-,-,71.136,-,71.136,71186.0,-50.0,,,,,71136.0,,71136.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,418.695,418.695,1.451.232,1.869.927,,,,,,418695.0,418695.0,1451232.0,1869927.0
"Cổ tức đã phân phối bởi các công ty con Tái đánh giá nợ phải trả phúc lợi hữu trí, trừ đi ảnh hưởng thuế","Cổ tức đã phân phối bởi các công ty con Tái đánh giá nợ phải trả phúc lợi hữu trí, trừ đi ảnh hưởng thuế","Cổ tức đã phân phối bởi các công ty con Tái đánh giá nợ phải trả phúc lợi hữu trí, trừ đi ảnh hưởng thuế",-,-,-,-,-,-,-,(245.072),(245.072),,,,,,,,-245072.0,-245072.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,-,-,-,160.936,-,-,(241.244),(37.995),(279.239),,,,160936.0,,,-241244.0,-37995.0,-279239.0
Biến động khác,Biến động khác,Biến động khác,-,-,-,-,-,(2.579),(2.579),(475),(3.054),,,,,,-2579.0,-2579.0,-475.0,-3054.0
Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,14.308.434,8.723.078,(8.388.147),(224.222),342.381,11.798.056,26.559.580,11.677.661,38.237.241,14308434.0,8723078.0,-8388147.0,-224222.0,342381.0,11798056.0,26559580.0,11677661.0,38237241.0
