row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Tỷ lệ lợi ích tại > 31/12/2023,Tỷ lệ lợi ích tại > 1/1/2023,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích tại > 31/12/2023,numeric__Tỷ lệ lợi ích tại > 1/1/2023
63,63,63,"Công ty Cổ phần Phát triển Thương mại và Dịch vụ VCM (""WCM"")",(vi),Tư vấn quản lý đầu tư,"71,5%","71,5%",,,,0.715,0.715
64,64,64,"Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce (""WinCommerce"")",(iv),Kinh doanh và phân phối,"71,5%","71,5%",,,,0.715,0.715
65,65,65,"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp WinEco (""WinEco"")",(v),Nông nghiệp,"100,0%","98,9%",,,,1.0,0.9890000000000001
66,66,66,"Công ty TNHH Đầu tư Sản xuất và Phát triển Nông nghiệp WinEco – Tam Đảo (""WinEco Tam Đảo"")",(v),Nông nghiệp,"89,0%","88,1%",,,,0.89,0.8809999999999999
67,67,67,"Công ty TNHH Nông nghiệp Đồng Nai – WinEco (""WinEco Đồng Nai"")",(v),Nông nghiệp,"77,5%","76,7%",,,,0.775,0.767
68,68,68,"Công ty Cổ phần The Supra (""The Supra"")",(iv),Dịch vụ kho bãi và lưu trữ hàng hóa,"71,5%","71,5%",,,,0.715,0.715
69,69,69,"Công ty Cổ phần Dr.Win (""Dr.Win"")",(iv),"Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh","46,5%","46,5%",,,,0.465,0.465
70,70,70,"Công ty Cổ phần CX Infra (""CXI"")",(iv),Xây dựng,"36,4%","36,4%",,,,0.364,0.364
71,71,71,"Công ty Cổ phần Mobicast (""MOB"")",(v),Viễn thông,"70,0%","70,0%",,,,0.7,0.7
72,72,72,"Công ty Cổ phần Đầu tư Draco (""DRC"")",(v),Tư vấn quản lý đầu tư,"99,9%","99,9%",,,,0.9990000000000001,0.9990000000000001
73,73,73,"Công ty Cổ phần Đầu tư Fornax (""FOR"")",(v),Tư vấn quản lý đầu tư,"99,9%","99,9%",,,,0.9990000000000001,0.9990000000000001
74,74,74,"Công ty Cổ phần Phúc Long Heritage (""Phúc Long Heritage"")",(v),Đồ ăn và thức uống,"85,0%","85,0%",,,,0.85,0.85
75,75,75,"Công ty Cổ phần The O2 (""The O2"")",(v),Nghiên cứu thị trường,"50,0%","50,0%",,,,0.5,0.5
76,76,76,"Công ty Cổ phần Đầu tư Sagitta (""Sagitta"")",(v),Tư vấn quản lý đầu tư,"99,9%","98,0%",,,,0.9990000000000001,0.98
77,77,77,"Công ty TNHH Masan Agri (trước đây là ""Công ty Cổ phần Masan Agri"") (""Masan Agri"")",(v)(a),Tư vấn quản lý đầu tư,"100,0%","99,9%",,,,1.0,0.9990000000000001
