row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Tỷ lệ lợi ích tại > 31/12/2023,Tỷ lệ lợi ích tại > 1/1/2023,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích tại > 31/12/2023,numeric__Tỷ lệ lợi ích tại > 1/1/2023
9,9,9,"Công ty Cổ phần Hàng tiêu dùng Masan (""MSC"")",(i),Kinh doanh và phân phối,"68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
10,10,10,"Masan Consumer (Thailand) Limited (""MTH"")",(i),Kinh doanh và phân phối,"68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
11,11,11,"Công ty TNHH Một Thành viên Thực phẩm Masan (""MSF"")",(i),Kinh doanh và phân phối,"68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
12,12,12,"Công ty TNHH Một Thành viên Công nghiệp Masan (""MSI"")",(i),"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
13,13,13,"Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến (""VTF"")",(i),Sản xuất gia vị,"68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
14,14,14,"Công ty TNHH Một Thành viên Masan HD (""MHD"")",(i),Sản xuất thực phẩm tiện lợi,"68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
15,15,15,"Công ty Cổ phần Masan PQ (""MPQ"")",(i),Sản xuất gia vị,"68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
16,16,16,"Công ty TNHH Một Thành viên Nam Ngư Phú Quốc (""NPQ"")",(i),Sản xuất gia vị,"68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
17,17,17,"Công ty TNHH Masan Long An (""MLA"")",(i),"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
18,18,18,"Công ty TNHH Masan HN (""HNF"")",(i),Sản xuất thực phẩm tiện lợi,"68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
19,19,19,"Công ty Cổ phần VinaCafé Biên Hòa (""VCF"")",(i),Sản xuất và kinh doanh đồ uống,"67,4%","67,4%",,,,0.674,0.674
20,20,20,"Công ty Cổ phần Nước khoáng Vĩnh Hảo (""VHC"")",(i),Sản xuất và kinh doanh đồ uống và bao bì,"61,1%","61,1%",,,,0.611,0.611
21,21,21,"Công ty Cổ phần Thương mại Dịch vụ và Sản xuất Krôngpha (""KRP"")",(i),Sản xuất đồ uống,"61,6%","61,6%",,,,0.616,0.616
22,22,22,"Công ty TNHH Một Thành viên Masan Beverage (""MSB"")",(i),Sản xuất và kinh doanh đồ uống,"68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
23,23,23,"Công ty TNHH Một Thành viên Masan MB (""MMB"")",(i),"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","68,3%","68,3%",,,,0.6829999999999999,0.6829999999999999
