row_label_raw,row_label_full,col_0,2023Triệu VND,2022Triệu VND,numeric__2023Triệu VND,numeric__2022Triệu VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,1.730.505,1.683.232,1730505.0,1683232.0
Phân bổ giá trị hợp lý cửa tài sản từ hợp nhất kinh doanh,Phân bổ giá trị hợp lý cửa tài sản từ hợp nhất kinh doanh,Phân bổ giá trị hợp lý cửa tài sản từ hợp nhất kinh doanh,116.252,87.851,116252.0,87851.0
Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,695.338,682.271,695338.0,682271.0
Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,Chi phí khấu hao và phân bổ,209.997,215.070,209997.0,215070.0
Chi phí nghiên cứu phát triển,Chi phí nghiên cứu phát triển,Chi phí nghiên cứu phát triển,86.119,86.180,86119.0,86180.0
Chi phí thuê hệ thống đường truyền và dịch vụ công nghệ thông tin,Chi phí thuê hệ thống đường truyền và dịch vụ công nghệ thông tin,Chi phí thuê hệ thống đường truyền và dịch vụ công nghệ thông tin,76.393,105.152,76393.0,105152.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,97.521,84.900,97521.0,84900.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,499.403,392.407,499403.0,392407.0
Chi phí khác,Chi phí khác,Chi phí khác,238.474,517.251,238474.0,517251.0
,,,3.750.002,3.854.314,3750002.0,3854314.0
