row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Tỷ lệ lợi ích tại > 31/12/2023,Tỷ lệ lợi ích tại > 1/1/2023,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích tại > 31/12/2023,numeric__Tỷ lệ lợi ích tại > 1/1/2023
38,38,38,"Công ty TNHH Một Thành viên Thương mại và Đầu tư Thái Nguyên (""TNTI"")",(ii),Tư vấn quản lý đầu tư,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
39,39,39,"Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo (""NPM"")",(ii),Khai thác và chế biến quặng,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
40,40,40,"Công ty TNHH Vonfram Masan (""MTC"")",(ii),Khai thác sâu kim loại màu và kim loại quý (vonfram),"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
41,41,41,"H.C. Starck Holding (Germany) GmbH (Germany) (""HCS"")",(ii),Tư vấn quản lý đầu tư,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
42,42,42,ChemiLytics Beteiligungs GmbH (Germany),(ii),Tư vấn quản lý đầu tư,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
43,43,43,H.C. Starck GmbH (Germany),(ii),Tư vấn quản lý đầu tư,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
44,44,44,Chemische Fabriken Oker und Braunschweig AG (Germany),(ii),Sản xuất hóa chất dùng trong sản xuất giấy và phụ gia cho ngành vật liệu hấp thụ,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
45,45,45,H.C. Starck Infrastructure GmbH & Co. KG (Germany),(ii),Chế biến sâu kim loại màu và kim loại quý (Vonfram),"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
46,46,46,ChemiLytics GmbH & Co. KG (Germany),(ii),Phân tích hóa học và dữ liệu đo lường vật lý,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
47,47,47,H.C. Starck Tungsten GmbH (Germany),(ii),Chế biến sâu kim loại màu và kim loại quý (Vonfram),"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
48,48,48,H.C. Starck Nonferrous Metals Trading (Shanghai) Co. Ltd. (China),(ii),Kinh doanh và phân phối,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
49,49,49,H.C. Starck Canada Inc. (Canada),(ii),Chế biến sâu kim loại màu và kim loại quý (Vonfram),"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
50,50,50,H.C. Starck Tungsten GK (Japan),(ii),Kinh doanh và phân phối,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
