row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Tỷ lệ lợi ích tại > 31/12/2023,Tỷ lệ lợi ích tại > 1/1/2023,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích tại > 31/12/2023,numeric__Tỷ lệ lợi ích tại > 1/1/2023
51,51,51,H.C. Starck Tungsten LLC (USA),(ii),Kinh doanh và phân phối,"86,4%","86,4%",,,,0.8640000000000001,0.8640000000000001
52,52,52,H.C. Starck Jiangwu Tungsten Specialities (Ganzhou) Co. Ltd. (China),(ii),Chế biến sâu kim loại màu và kim loại quý (Vonfram),"51,8%","51,8%",,,,0.518,0.518
53,53,53,Chemitas GmbH (Germany),(ii)(Thuyết minh 5),"Cung cấp năng lượng, quản lý chất thải và dịch vụ hậu cần","86,4%",-,,,,0.8640000000000001,
54,54,54,"Công ty Cổ phần Masan MEATLife (""MML"")",(v)(a),Tư vấn quản lý đầu tư,"94,9%",-,,,,0.9490000000000001,
55,55,55,"Công ty TNHH MNS Meat (""MNS Meat"")",(iii),Đạm động vật,"94,9%","94,9%",,,,0.9490000000000001,0.9490000000000001
56,56,56,"Công ty TNHH MML Farm Nghệ An (""Farm Nghệ An"")",(iii),Chăn nuôi lợn,"94,9%","94,9%",,,,0.9490000000000001,0.9490000000000001
57,57,57,"Công ty TNHH MNS Farm (""MNS Farm"")",(iii),Tư vấn quản lý đầu tư,"94,9%","94,9%",,,,0.9490000000000001,0.9490000000000001
58,58,58,"Công ty TNHH MNS Meat Processing (""MNS Meat Processing"")",(iii),Tư vấn quản lý đầu tư,"94,9%","94,9%",,,,0.9490000000000001,0.9490000000000001
59,59,59,"Công ty TNHH MEATDeli HN (""MEATDeli Hà Nam"")",(iii),Chế biến thịt,"94,9%","94,9%",,,,0.9490000000000001,0.9490000000000001
60,60,60,"Công ty TNHH MEATDeli Sài Gòn (""MEATDeli Sài Gòn"")",(iii),Chế biến thịt,"94,9%","94,9%",,,,0.9490000000000001,0.9490000000000001
61,61,61,"Công ty Cổ phần 3F Việt (""3F Viet"")",(iii),Chăn nuôi và kinh doanh gà,"48,4%","48,4%",,,,0.484,0.484
62,62,62,"Công ty TNHH Thực Phẩm 3F Việt (""3F Viet Food"")",(iii),Chế biến và kinh doanh thịt,"48,4%","48,4%",,,,0.484,0.484
