row_label_raw,row_label_full,col_0,31/12/2023 > Số lượng,31/12/2023 > Giá gốcTriệu VND,31/12/2023 > Giá trị hợp lýTriệu VND,31/12/2023 > Dự phònggiảm giáTriệu VND,1/1/2023 > Số lượng,1/1/2023 > Giá gốcTriệu VND,1/1/2023 > Giá trị hợp lýTriệu VND,1/1/2023 > Dự phònggiảm giáTriệu VND,numeric__31/12/2023 > Số lượng,numeric__31/12/2023 > Giá gốcTriệu VND,numeric__31/12/2023 > Giá trị hợp lýTriệu VND,numeric__31/12/2023 > Dự phònggiảm giáTriệu VND,numeric__1/1/2023 > Số lượng,numeric__1/1/2023 > Giá gốcTriệu VND,numeric__1/1/2023 > Giá trị hợp lýTriệu VND,numeric__1/1/2023 > Dự phònggiảm giáTriệu VND
Chứng chỉ tiền gửi (**),Chứng chỉ tiền gửi (**),Chứng chỉ tiền gửi (**),-,-,(*),-,21.000,2.100.000,(*),-,,,,,21000.0,2100000.0,,
Trái phiếu (***),Trái phiếu (***),Trái phiếu (***),17.464.600,4.183.054,(*),-,12.000.000,1.202.172,(*),-,17464600.0,4183054.0,,,12000000.0,1202172.0,,
,,,,4.183.054,,-,,3.302.172,,-,,4183054.0,,,,3302172.0,,
