row_label_raw,row_label_full,col_0,Sản phẩm tiêu dùng có thương hiệu,Sản phẩm tiêu dùng có thương hiệu_1,MEATLife,MEATLife_1,Vật liệu công nghệ cao,Vật liệu công nghệ cao_1,Bán lẻ tiêu dùng,Bán lẻ tiêu dùng_1,Khác,Khác_1,Loại trừ,Loại trừ_1,Tổng,Tổng_1,numeric__Sản phẩm tiêu dùng có thương hiệu,numeric__Sản phẩm tiêu dùng có thương hiệu_1,numeric__MEATLife,numeric__MEATLife_1,numeric__Vật liệu công nghệ cao,numeric__Vật liệu công nghệ cao_1,numeric__Bán lẻ tiêu dùng,numeric__Bán lẻ tiêu dùng_1,numeric__Khác,numeric__Khác_1,numeric__Loại trừ,numeric__Loại trừ_1,numeric__Tổng,numeric__Tổng_1
,,,2023Triệu VND,2022Triệu VND,2023Triệu VND,2022Triệu VND,2023Triệu VND,2022Triệu VND,2023Triệu VND,2022Triệu VND,2023Triệu VND,2022Triệu VND,2023Triệu VND,2022Triệu VND,2023Triệu VND,2022Triệu VND,,,,,,,,,,,,,,
Doanh thu bán hàng ra bản ngoài,Doanh thu bán hàng ra bản ngoài,Doanh thu bán hàng ra bản ngoài,27.500.834,26.819.469,5.001.712,3.004.511,14.093.253,15.549.548,29.894.724,29.237.912,1.761.096,1.577.785,-,-,78.251.619,76.189.225,27500834.0,26819469.0,5001712.0,3004511.0,14093253.0,15549548.0,29894724.0,29237912.0,1761096.0,1577785.0,,,78251619.0,76189225.0
Doanh thu giữa các bổ phận,Doanh thu giữa các bổ phận,Doanh thu giữa các bổ phận,1.565.647,1.284.020,1.982.731,1.780.060,-,-,159.503,137.016,689.147,38.857,(4.397.028),(3.239.953),-,-,1565647.0,1284020.0,1982731.0,1780060.0,,,159503.0,137016.0,689147.0,38857.0,-4397028.0,-3239953.0,,
Lợi nhuận gộp của bổ phận,Lợi nhuận gộp của bổ phận,Lợi nhuận gộp của bổ phận,12.993.895,10.903.130,846.188,321.879,784.276,2.376.906,6.869.451,6.507.907,627.302,925.202,-,-,22.121.112,21.035.024,12993895.0,10903130.0,846188.0,321879.0,784276.0,2376906.0,6869451.0,6507907.0,627302.0,925202.0,,,22121112.0,21035024.0
Kết quả kinh doanh của bổ phận,Kết quả kinh doanh của bổ phận,Kết quả kinh doanh của bổ phận,6.589.010,5.517.687,(234.245),(455.952),(82.726),1.349.841,(655.186),(1.025.947),2.788.280,3.963.007,-,-,8.405.133,9.348.636,6589010.0,5517687.0,-234245.0,-455952.0,-82726.0,1349841.0,-655186.0,-1025947.0,2788280.0,3963007.0,,,8405133.0,9348636.0
Chi phí không phân bổ thuần,Chi phí không phân bổ thuần,Chi phí không phân bổ thuần,,,,,,,,,,,,,(6.535.206),(4.594.252),,,,,,,,,,,,,-6535206.0,-4594252.0
Lợi nhuận thuần,Lợi nhuận thuần,Lợi nhuận thuần,,,,,,,,,,,,,1.869.927,4.754.384,,,,,,,,,,,,,1869927.0,4754384.0
