row_label_raw,row_label_full,TÀI SẢN NGĂN HẠN,Mã số,TM,31/12/2019,01/01/2019,numeric__Mã số,numeric__TM,numeric__31/12/2019,numeric__01/01/2019
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,3.523.316.145.250,3.878.860.483.746,100.0,,3523316145250.0,3878860483746.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5.1,305.151.834.284,371.544.949.314,110.0,51.0,305151834284.0,371544949314.0
Tiền,Tiền,Tiền,111,,288.151.834.284,68.544.949.314,111.0,,288151834284.0,68544949314.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,17.000.000.000,303.000.000.000,112.0,,17000000000.0,303000000000.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,5.2,10.000.000.000,-,120.0,52.0,10000000000.0,
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,,10.000.000.000,,123.0,,10000000000.0,
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,2.926.314.963.653,3.253.970.171.959,130.0,,2926314963653.0,3253970171959.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,5.3,2.878.045.470.171,3.226.054.518.956,131.0,53.0,2878045470171.0,3226054518956.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,4.761.907.270,2.775.742.020,132.0,,4761907270.0,2775742020.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,5.4,43.658.522.868,25.322.056.143,136.0,54.0,43658522868.0,25322056143.0
Dự phòng phải thu ngắn hạn khó đòi (*),Dự phòng phải thu ngắn hạn khó đòi (*),Dự phòng phải thu ngắn hạn khó đòi (*),137,,(555.969.473),(605.827.977),137.0,,-555969473.0,-605827977.0
Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,405.032.817,423.682.817,139.0,,405032817.0,423682817.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,5.6,202.104.176.570,177.710.613.027,140.0,56.0,202104176570.0,177710613027.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,202.140.032.008,178.032.436.975,141.0,,202140032008.0,178032436975.0
Dự phòng giảm giá hàng tồn kho (*),Dự phòng giảm giá hàng tồn kho (*),Dự phòng giảm giá hàng tồn kho (*),149,,(35.855.438),(321.823.948),149.0,,-35855438.0,-321823948.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,79.745.170.743,75.634.749.446,150.0,,79745170743.0,75634749446.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,5.10,26.060.324.848,4.640.821.159,151.0,510.0,26060324848.0,4640821159.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,43.147.387.295,70.711.956.803,152.0,,43147387295.0,70711956803.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,5.13,10.537.458.600,281.971.484,153.0,513.0,10537458600.0,281971484.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,18.408.687.559.121,20.516.707.692.950,200.0,,18408687559121.0,20516707692950.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,9.773.677.378,8.361.053.378,210.0,,9773677378.0,8361053378.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,5.4,9.773.677.378,8.361.053.378,216.0,54.0,9773677378.0,8361053378.0
Dự phòng phải thu dài hạn khó đòi (*),Dự phòng phải thu dài hạn khó đòi (*),Dự phòng phải thu dài hạn khó đòi (*),219,,-,-,219.0,,,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,15.995.264.965.109,18.007.614.307.741,220.0,,15995264965109.0,18007614307741.0
TSCĐ hữu hình,TSCĐ hữu hình,TSCĐ hữu hình,221,5.8,15.956.245.370.816,17.966.175.213.899,221.0,58.0,15956245370816.0,17966175213899.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,33.317.701.024.345,33.231.376.959.189,222.0,,33317701024345.0,33231376959189.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),223,,(17.361.455.653.529),(15.265.201.745.290),223.0,,-17361455653529.0,-15265201745290.0
TSCĐ vô hình,TSCĐ vô hình,TSCĐ vô hình,227,5.9,39.019.594.293,41.439.093.842,227.0,59.0,39019594293.0,41439093842.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,49.918.621.728,48.916.020.728,228.0,,49918621728.0,48916020728.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),229,,(10.899.027.435),(7.476.926.886),229.0,,-10899027435.0,-7476926886.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,5.7,119.938.005.994,73.596.749.998,240.0,57.0,119938005994.0,73596749998.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,873.587.951,-,241.0,,873587951.0,
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,119.064.418.043,73.596.749.998,242.0,,119064418043.0,73596749998.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5.2,1.224.938.734.159,1.223.496.734.159,250.0,52.0,1224938734159.0,1223496734159.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,1.224.938.734.159,1.224.938.734.159,253.0,,1224938734159.0,1224938734159.0
Dự phòng giảm giá đầu tư tài chính dài hạn (*),Dự phòng giảm giá đầu tư tài chính dài hạn (*),Dự phòng giảm giá đầu tư tài chính dài hạn (*),254,,-,(1.442.000.000),254.0,,,-1442000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,1.058.772.176.481,1.203.638.847.674,260.0,,1058772176481.0,1203638847674.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,5.10,893.598.552.737,1.024.282.284.224,261.0,510.0,893598552737.0,1024282284224.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,-,-,262.0,,,
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,165.173.623.744,179.356.563.450,263.0,,165173623744.0,179356563450.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,,-,-,269.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,21.932.003.704.371,24.395.568.176.696,270.0,,21932003704371.0,24395568176696.0
