row_label_raw,row_label_full,(i) Phải thu khác tại ngày 31/12/2019 bao gồm:,31/12/2019(VND),numeric__31/12/2019(VND)
Phải thu tiền vật tư nhà thầu SEFCO,Phải thu tiền vật tư nhà thầu SEFCO,Phải thu tiền vật tư nhà thầu SEFCO,4.618.319.540,4618319540.0
Phí bảo hiểm cháy nổ,Phí bảo hiểm cháy nổ,Phí bảo hiểm cháy nổ,9.716.431.875,9716431875.0
Lãi ký quỹ ngắn hạn,Lãi ký quỹ ngắn hạn,Lãi ký quỹ ngắn hạn,1.221.641.278,1221641278.0
Thuế GTGT tiền điện tạm nộp,Thuế GTGT tiền điện tạm nộp,Thuế GTGT tiền điện tạm nộp,17.526.773.938,17526773938.0
Các khoản khác,Các khoản khác,Các khoản khác,9.630.974.014,9630974014.0
Cộng,Cộng,Cộng,42.714.140.645,42714140645.0
