row_label_raw,row_label_full,Giá vốn hàng bánvà dịch vụ cung cấp,11,(1.804.698.545.467),749.820.961.044,(1.054.877.584.423),numeric__11,numeric__(1.804.698.545.467),numeric__749.820.961.044,numeric__(1.054.877.584.423)
Lỗ gộp về bán hàngvà cung cấp dịch vụ,Lỗ gộp về bán hàngvà cung cấp dịch vụ,Lỗ gộp về bán hàngvà cung cấp dịch vụ,20,(953.201.943.731),749.820.961.044,(203.380.982.687),20.0,-953201943731.0,749820961044.0,-203380982687.0
Lỗ thuần từ hoạtđộng kinh doanh,Lỗ thuần từ hoạtđộng kinh doanh,Lỗ thuần từ hoạtđộng kinh doanh,30,(1.289.939.466.461),749.820.961.044,(540.118.505.417),30.0,-1289939466461.0,749820961044.0,-540118505417.0
Tổng lỗ kế toántrước thuế,Tổng lỗ kế toántrước thuế,Tổng lỗ kế toántrước thuế,50,(1.275.586.231.739),749.820.961.044,(525.765.270.695),50.0,-1275586231739.0,749820961044.0,-525765270695.0
Lỗ sau thuế TNDN,Lỗ sau thuế TNDN,Lỗ sau thuế TNDN,60,(1.275.586.231.739),749.820.961.044,(525.765.270.695),60.0,-1275586231739.0,749820961044.0,-525765270695.0
