row_label_raw,row_label_full,Phải trả cho các bên liên quan(Thuyết minh số 31),Số cuối năm > 36.010.179.756,VND Số đầu năm > 72.095.153.415,numeric__Số cuối năm > 36.010.179.756,numeric__VND Số đầu năm > 72.095.153.415
Phải trả cho các bên khác,Phải trả cho các bên khác,Phải trả cho các bên khác,236.468.562.118,156.694.020.710,236468562118.0,156694020710.0
- Công ty TNHH Thương mại và Xây dựng DLC,- Công ty TNHH Thương mại và Xây dựng DLC,- Công ty TNHH Thương mại và Xây dựng DLC,31.799.689.004,31.799.689.004,31799689004.0,31799689004.0
- Công ty Cổ phần Đầu tư Xây dựng Nông Lâm Nghiệp Trường Sơn,- Công ty Cổ phần Đầu tư Xây dựng Nông Lâm Nghiệp Trường Sơn,- Công ty Cổ phần Đầu tư Xây dựng Nông Lâm Nghiệp Trường Sơn,22.221.978.583,22.221.978.583,22221978583.0,22221978583.0
- Công Ty TNHH TM & DV Lâm Nghiệp Minh Hoàng,- Công Ty TNHH TM & DV Lâm Nghiệp Minh Hoàng,- Công Ty TNHH TM & DV Lâm Nghiệp Minh Hoàng,23.267.343.000,23.267.343.000,23267343000.0,23267343000.0
- Phải trả nhà cung cấp khác,- Phải trả nhà cung cấp khác,- Phải trả nhà cung cấp khác,159.179.551.531,79.405.010.123,159179551531.0,79405010123.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,272.478.741.874,228.789.174.125,272478741874.0,228789174125.0
