row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Chỉ phí phải trả ngắn hạn,Chỉ phí phải trả ngắn hạn,Chỉ phí phải trả ngắn hạn,Chỉ phí phải trả ngắn hạn,Chỉ phí phải trả ngắn hạn,Chỉ phí phải trả ngắn hạn,Chỉ phí phải trả ngắn hạn,,,,
Công ty Cổ phần Trường Thành Xanh,Chỉ phí phải trả ngắn hạn > Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,Lãi vay,12.777.777,-,,,12777777.0,
Tập đoàn Vingroup – Công ty Cổ phần,Chỉ phí phải trả ngắn hạn > Tập đoàn Vingroup – Công ty Cổ phần,Tập đoàn Vingroup – Công ty Cổ phần,Công ty mẹ của cổ đông lớn(từ ngày 30 tháng 11 năm 2016 đến ngày 31 tháng 3 năm 2017),Lãi vay,-,5.731.927.056,,,,5731927056.0
Công ty Cổ phần Đầu tư Xây dựng Tân Liên Phát,Chỉ phí phải trả ngắn hạn > Công ty Cổ phần Đầu tư Xây dựng Tân Liên Phát,Công ty Cổ phần Đầu tư Xây dựng Tân Liên Phát,Cổ đông lớn(từ ngày 30 tháng 11 năm 2016 đến ngày 31 tháng 3 năm 2017),Lãi vay,-,2.580.796.308,,,,2580796308.0
Công ty Cổ phần Phú Hữu Gia,Chỉ phí phải trả ngắn hạn > Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,Lãi vay,-,664.574.237,,,,664574237.0
,,,,,12.777.777,8.977.297.601,,,12777777.0,8977297601.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,,,
Công ty Cổ phần Trường Thành Xanh,Phải trả ngắn hạn khác > Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,Mượn,1.338.493.106,1.338.493.106,,,1338493106.0,1338493106.0
Công ty Cổ phần Chế biến Gõ Trường Thành M'Drắk,Phải trả ngắn hạn khác > Công ty Cổ phần Chế biến Gõ Trường Thành M'Drắk,Công ty Cổ phần Chế biến Gõ Trường Thành M'Drắk,Công ty con,Mượn,51.141.316,51.141.316,,,51141316.0,51141316.0
Công ty Cổ phần Trường Thành,Phải trả ngắn hạn khác > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Mượn,-,24.953.541.078,,,,24953541078.0
,,,,,1.389.634.422,26.343.175.500,,,1389634422.0,26343175500.0
