row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Đã điều chỉnh lại - Thuyết minh số 33),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Đã điều chỉnh lại - Thuyết minh số 33)
200,200,200,B. TÀI SẢN DÀI HẠN,,844.726.929.105,849.608.147.069,,,844726929105.0,849608147069.0
210,210,210,I. Các khoản phải thu dài hạn,,65.140.964.179,35.401.679.296,,,65140964179.0,35401679296.0
212,212,212,1. Trả trước cho người bán dài hạn,6.2,-,669.883.784,,62.0,,669883784.0
215,215,215,2. Phải thu về cho vay dài hạn,8,64.273.393.553,34.491.840.000,,8.0,64273393553.0,34491840000.0
216,216,216,3. Phải thu dài hạn khác,9,867.570.626,909.839.296,,9.0,867570626.0,909839296.0
219,219,219,4. Dự phòng phải thu dài hạn khó đòi,6,-,(669.883.784),,6.0,,-669883784.0
220,220,220,II. Tài sản cố định,,361.553.143.380,377.301.525.553,,,361553143380.0,377301525553.0
221,221,221,1. Tài sản cố định hữu hình,12,358.544.641.443,373.992.835.313,,12.0,358544641443.0,373992835313.0
222,222,222,Nguyên giá,,544.445.789.466,531.615.599.230,,,544445789466.0,531615599230.0
223,223,223,Giá trị khấu hao lũy kế,,(185.901.148.023),(157.622.763.917),,,-185901148023.0,-157622763917.0
227,227,227,2. Tài sản cố định vô hình,13,3.008.501.937,3.308.690.240,,13.0,3008501937.0,3308690240.0
228,228,228,Nguyên giá,,6.115.873.306,6.115.873.306,,,6115873306.0,6115873306.0
229,229,229,Giá trị hao mòn lũy kế,,(3.107.371.369),(2.807.183.066),,,-3107371369.0,-2807183066.0
240,240,240,III. Tài sản dở dang dài hạn,,40.435.585.574,47.095.960.884,,,40435585574.0,47095960884.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,14,40.435.585.574,47.095.960.884,,14.0,40435585574.0,47095960884.0
250,250,250,IV. Đầu tư tài chính dài hạn,,297.991.301.048,301.958.766.483,,,297991301048.0,301958766483.0
251,251,251,1. Đầu tư vào công ty con,16,228.814.057.443,241.385.487.443,,16.0,228814057443.0,241385487443.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",16,173.135.473.000,173.135.473.000,,16.0,173135473000.0,173135473000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,16,279.784.766,279.784.766,,16.0,279784766.0,279784766.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,16,(114.121.014.161),(112.841.978.726),,16.0,-114121014161.0,-112841978726.0
255,255,255,5. Đầu tư nắm giữ đến ngày đáo hạn,5,9.883.000.000,-,,5.0,9883000000.0,
260,260,260,V. Tài sản dài hạn khác,,79.605.934.924,87.850.214.853,,,79605934924.0,87850214853.0
261,261,261,1. Chi phí trả trước dài hạn,15,79.605.934.924,87.850.214.853,,15.0,79605934924.0,87850214853.0
270,270,270,TỔNG CỘNG TÀI SẢN,,3.854.652.661.120,3.272.854.700.027,,,3854652661120.0,3272854700027.0
