row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Phạt vi phạm hợp đồng,Thu nhập khác > Phạt vi phạm hợp đồng,Phạt vi phạm hợp đồng,-,2.094.637.300,,2094637300.0
Thanh lý tài sản,Thu nhập khác > Thanh lý tài sản,Thanh lý tài sản,327.272.728,690.722.074,327272728.0,690722074.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,2.476.411.342,26.814.616.150,2476411342.0,26814616150.0
,,,2.803.684.070,29.599.975.524,2803684070.0,29599975524.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Phạt chậm nộp thuế và bảo hiểm,Chi phí khác > Phạt chậm nộp thuế và bảo hiểm,Phạt chậm nộp thuế và bảo hiểm,(14.105.103.306),(8.904.526.525),-14105103306.0,-8904526525.0
Xóa số tài sản cố định,Chi phí khác > Xóa số tài sản cố định,Xóa số tài sản cố định,(2.433.440.266),(2.654.332.706),-2433440266.0,-2654332706.0
Phạt vi phạm hợp đồng,Chi phí khác > Phạt vi phạm hợp đồng,Phạt vi phạm hợp đồng,-,(3.263.852.761),,-3263852761.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,(3.888.161.749),(424.028.810),-3888161749.0,-424028810.0
,,,(20.426.705.321),(15.246.740.802),-20426705321.0,-15246740802.0
(Lỗ) LỢI NHUẬN KHÁC,Chi phí khác > (Lỗ) LỢI NHUẬN KHÁC,(Lỗ) LỢI NHUẬN KHÁC,(17.623.021.251),14.353.234.722,-17623021251.0,14353234722.0
