row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Sam Holdings,Công ty Cổ phần Sam Holdings,Công ty Cổ phần Sam Holdings,Cổ đông lớn,Nhận ứng trước,50.000.000.000,-,,,50000000000.0,
Công ty Cổ phần Sam Holdings,Công ty Cổ phần Sam Holdings,Công ty Cổ phần Sam Holdings,Cổ đông lớn,Hoàn lại tiền ứng,50.000.000.000,-,,,50000000000.0,
Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Mua nguyên liệu,14.718.944.704,200.187.798.786,,,14718944704.0,200187798786.0
Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Lãi cho vay,8.782.751.886,7.153.261.444,,,8782751886.0,7153261444.0
Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Bán nguyên liệu,5.384.242.906,83.387.858.695,,,5384242906.0,83387858695.0
Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Cung cấp dịch vụ,119.700.645,103.048.622,,,119700645.0,103048622.0
Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Cho vay,-,38.000.000.000,,,,38000000000.0
Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Mua hàng hóa,-,9.661.084.360,,,,9661084360.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,"Mua nguyên liệu, hàng hoá",54.860.112.050,202.650.202.810,,,54860112050.0,202650202810.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Cho vay,19.000.000.000,28.600.000.000,,,19000000000.0,28600000000.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Bán nguyên liệu,9.321.585.231,13.655.997.742,,,9321585231.0,13655997742.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Lãi cho vay,7.766.611.664,6.808.582.445,,,7766611664.0,6808582445.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Trả hộ,-,100.864.818,,,,100864818.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Nhận cung cấp dịch vụ,-,72.000.000,,,,72000000.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Cung cấp dịch vụ,-,26.583.200,,,,26583200.0
Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty con,Lãi cho vay,3.957.441.340,9.153.340.673,,,3957441340.0,9153340673.0
Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty con,Cho vay,120.000.000,21.040.610.598,,,120000000.0,21040610598.0
Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty con,Chi phí trồng rừng,114.500.000,-,,,114500000.0,
Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty con,Mua nguyên liệu,-,332.268.000,,,,332268000.0
Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty con,Bán tài sản cố định,-,227.272.727,,,,227272727.0
