row_label_raw,row_label_full,col_0,Năm nay,VND > Năm trước (Điều chỉnh lại - Thuyết minh số 33),numeric__Năm nay,numeric__VND > Năm trước (Điều chỉnh lại - Thuyết minh số 33)
"Giá vốn hợp đồng thi công, lắp đặt","Giá vốn hợp đồng thi công, lắp đặt","Giá vốn hợp đồng thi công, lắp đặt",851.333.511.830,174.976.646.598,851333511830.0,174976646598.0
"Giá vốn nguyên liệu, thành phẩm và hàng hóa","Giá vốn nguyên liệu, thành phẩm và hàng hóa","Giá vốn nguyên liệu, thành phẩm và hàng hóa",215.759.734.991,671.047.210.112,215759734991.0,671047210112.0
"Hao hụt, mất mát hàng tồn kho","Hao hụt, mất mát hàng tồn kho","Hao hụt, mất mát hàng tồn kho",-,181.216.200.518,,181216200518.0
Giá vốn dịch vụ cung cấp,Giá vốn dịch vụ cung cấp,Giá vốn dịch vụ cung cấp,-,4.648.882.741,,4648882741.0
(Hoàn nhập dự phòng) dự phòng giảm giá hàng tồn kho,(Hoàn nhập dự phòng) dự phòng giảm giá hàng tồn kho,(Hoàn nhập dự phòng) dự phòng giảm giá hàng tồn kho,(5.633.649.326),22.988.644.454,-5633649326.0,22988644454.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.061.459.597.495,1.054.877.584.423,1061459597495.0,1054877584423.0
