row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Đã điều chỉnh lại - Thuyết minh số 33),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Đã điều chỉnh lại - Thuyết minh số 33)
100,100,100,A. TÀI SẢN NGĂN HẠN,,3.009.925.732.015,2.423.246.552.958,,,3009925732015.0,2423246552958.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,52.380.688.977,103.850.722.369,,4.0,52380688977.0,103850722369.0
111,111,111,1. Tiền,,42.271.668.417,103.850.722.369,,,42271668417.0,103850722369.0
112,112,112,2. Các khoản tương đương tiền,,10.109.020.560,-,,,10109020560.0,
120,120,120,II. Đầu tư tài chính ngắn hạn,5,89.864.100.172,752.831.791,,5.0,89864100172.0,752831791.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,89.864.100.172,752.831.791,,,89864100172.0,752831791.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.851.468.476.290,1.107.767.528.545,,,1851468476290.0,1107767528545.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,741.500.525.779,769.779.410.870,,61.0,741500525779.0,769779410870.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,126.303.908.213,75.722.684.363,,62.0,126303908213.0,75722684363.0
134,134,134,3. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,7,646.080.325.874,-,,7.0,646080325874.0,
135,135,135,4. Phải thu về cho vay ngắn hạn,8,315.853.087.045,257.688.912.951,,8.0,315853087045.0,257688912951.0
136,136,136,5. Phải thu ngắn hạn khác,9,139.625.992.794,125.228.531.326,,9.0,139625992794.0,125228531326.0
137,137,137,6. Dự phòng phải thu ngắn hạn khó đòi,"6, 9",(117.895.363.415),(120.652.010.965),,,-117895363415.0,-120652010965.0
140,140,140,IV. Hàng tồn kho,11,983.595.694.375,1.152.072.697.206,,11.0,983595694375.0,1152072697206.0
141,141,141,1. Hàng tồn kho,,1.054.548.928.890,1.228.659.581.047,,,1054548928890.0,1228659581047.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(70.953.234.515),(76.586.883.841),,,-70953234515.0,-76586883841.0
150,150,150,V. Tài sản ngắn hạn khác,,32.616.772.201,58.802.773.047,,,32616772201.0,58802773047.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,3.519.880.170,3.727.826.238,,15.0,3519880170.0,3727826238.0
152,152,152,2. Thuế GTGT được khấu trừ,18,25.765.279.126,52.605.169.094,,18.0,25765279126.0,52605169094.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,3.331.612.905,2.469.777.715,,18.0,3331612905.0,2469777715.0
