row_label_raw,row_label_full,Quá hạn thanh toán từ 6 tháng đến dưới 1 năm > Quá hạn thanh toán từ 1 năm đến dưới 2 năm > Quá hạn thanh toán từ 2 năm đến dưới 3 năm > Quá hạn thanh toán từ 3 năm trở lên,Số cuối năm > Giá gốc > 177.113.329 > 3.644.935.734 > 202.820.176 > 2.976.927.310,Số cuối năm > Giá trị có thể thu hồi ước tính > 123.979.330 > 1.822.467.867 > 60.846.053 > -,Số đầu năm > Giá gốc > 515.011.418 > 266.827.996 > 155.000.000 > 2.904.616.797,Số đầu năm > Giá trị có thể thu hồi ước tính > 360.507.993 > 133.413.998 > 46.500.000 > -,numeric__Số cuối năm > Giá gốc > 177.113.329 > 3.644.935.734 > 202.820.176 > 2.976.927.310,numeric__Số cuối năm > Giá trị có thể thu hồi ước tính > 123.979.330 > 1.822.467.867 > 60.846.053 > -,numeric__Số đầu năm > Giá gốc > 515.011.418 > 266.827.996 > 155.000.000 > 2.904.616.797,numeric__Số đầu năm > Giá trị có thể thu hồi ước tính > 360.507.993 > 133.413.998 > 46.500.000 > -
Khả năng thu hồi thấp,Khả năng thu hồi thấp,Khả năng thu hồi thấp,112.900.860.116,-,118.020.860.529,-,112900860116.0,,118020860529.0,
- Công ty TNHH Lâm Nghiệp Hoàng Nam,- Công ty TNHH Lâm Nghiệp Hoàng Nam,- Công ty TNHH Lâm Nghiệp Hoàng Nam,41.280.265.197,-,40.256.670.026,-,41280265197.0,,40256670026.0,
- Công ty TNHH Thương mại và Dịch vụ Lâm nghiệp Minh Hoàng,- Công ty TNHH Thương mại và Dịch vụ Lâm nghiệp Minh Hoàng,- Công ty TNHH Thương mại và Dịch vụ Lâm nghiệp Minh Hoàng,18.032.239.034,-,17.585.107.391,-,18032239034.0,,17585107391.0,
- Khác,- Khác,- Khác,53.588.355.885,-,60.179.083.112,-,53588355885.0,,60179083112.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,119.902.656.665,2.007.293.250,121.862.316.740,540.421.991,119902656665.0,2007293250.0,121862316740.0,540421991.0
