row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),Phải thu ngắn hạn khác (tiếp theo),,,,
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Lãi cho vay,1.002.099.652,76.970.062,,,1002099652.0,76970062.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Chi hộ,41.955.100,-,,,41955100.0,
Công ty Cổ phần Trồng rừng Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Chi hộ,83.273.100,-,,,83273100.0,
Công ty Cổ phần Trường Thành Xanh,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,Chi hộ,103.546.200,-,,,103546200.0,
Công ty Cổ phần Bao bì Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty liên kết,Chi hộ,51.955.100,-,,,51955100.0,
Công ty Cổ phần Lâm nghiệp Trường Thành Đắk Nông,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Lâm nghiệp Trường Thành Đắk Nông,Công ty Cổ phần Lâm nghiệp Trường Thành Đắk Nông,Công ty con,Chi hộ,62.273.100,-,,,62273100.0,
Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Phải thu ngắn hạn khác (tiếp theo) > Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Công ty con,Chi hộ,62.273.100,-,,,62273100.0,
Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea Hleo,Phải thu ngắn hạn khác (tiếp theo) > Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea Hleo,Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea Hleo,Công ty con,Cho mượn,21.000.000,-,,,21000000.0,
,,,,,113.235.459.585,108.915.877.846,,,113235459585.0,108915877846.0
