row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2016 > Chưa quá hạn và chưa bị suy giảm giá trị > Đã quá hạn nhưng chưa bị suy giảm giá trị > Bị suy giảm giá trị > Giá trị gộp,Tiền gửi tại Ngân hàng Nhà nước Việt Nam Triệu VND > 5.119.306 > - > 5.119.306,Tiền gửi yà cho vay các tổ chức tin dụng khác Triệu VND > 8.240.861 > - > 525.000 > 8.765.861,Các công cụ tài chính phải sinh Triệu VND > 16.065 > - > 16.065,Chứng khoán kinh doanh Triệu VND > 720.577 > - > 720.577,Cho vay khách hàng Triệu VND > 157.462.420 > 145.545 > 3.421.273 > 161.029.238,Chứng khoán đầu tư Triệu VND > 41.198.851 > - > 3.664.477 > 44.863.328,Tài sản tài chính khác Triệu VND > 6.323.335 > 47.990 > 1.042.353 > 7.413.678,Tổng Triệu VND > 219.081.415 > 193.535 > 8.653.103 > 227.928.053,numeric__Tiền gửi tại Ngân hàng Nhà nước Việt Nam Triệu VND > 5.119.306 > - > 5.119.306,numeric__Tiền gửi yà cho vay các tổ chức tin dụng khác Triệu VND > 8.240.861 > - > 525.000 > 8.765.861,numeric__Các công cụ tài chính phải sinh Triệu VND > 16.065 > - > 16.065,numeric__Chứng khoán kinh doanh Triệu VND > 720.577 > - > 720.577,numeric__Cho vay khách hàng Triệu VND > 157.462.420 > 145.545 > 3.421.273 > 161.029.238,numeric__Chứng khoán đầu tư Triệu VND > 41.198.851 > - > 3.664.477 > 44.863.328,numeric__Tài sản tài chính khác Triệu VND > 6.323.335 > 47.990 > 1.042.353 > 7.413.678,numeric__Tổng Triệu VND > 219.081.415 > 193.535 > 8.653.103 > 227.928.053
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,-,(171.880),-,-,(1.770.453),(2.463.395),(516.907),(4.922.635),,-171880.0,,,-1770453.0,-2463395.0,-516907.0,-4922635.0
Giá trị ròng,Giá trị ròng,Giá trị ròng,5.119.306,8.593.981,16.065,720.577,159.258.785,42.399.933,6.896.771,223.005.418,5119306.0,8593981.0,16065.0,720577.0,159258785.0,42399933.0,6896771.0,223005418.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,,,,,,,,,,,,,,,,
Dự phòng cụ thể,Dự phòng rủi ro > Dự phòng cụ thể,Dự phòng cụ thể,-,(171.880),-,-,(562.544),(2.434.705),-,(3.169.129),,-171880.0,,,-562544.0,-2434705.0,,-3169129.0
Dự phòng chung,Dự phòng rủi ro > Dự phòng chung,Dự phòng chung,-,-,-,-,(1.207.909),(28.690),-,(1.236.599),,,,,-1207909.0,-28690.0,,-1236599.0
Dự phòng rủi ro khác,Dự phòng rủi ro > Dự phòng rủi ro khác,Dự phòng rủi ro khác,-,-,-,-,-,-,(516.907),(516.907),,,,,,,-516907.0,-516907.0
,,,-,(171.880),-,-,(1.770.453),(2.463.395),(516.907),(4.922.635),,-171880.0,,,-1770453.0,-2463395.0,-516907.0,-4922635.0
