row_label_raw,row_label_full,Giao dịch phát sinh trong năm,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Thu nhập lãi từ tiền gửi tại một công ty con,Thu nhập lãi từ tiền gửi tại một công ty con,Thu nhập lãi từ tiền gửi tại một công ty con,608,1.421,608.0,1421.0
Thu nhập lãi từ cho vay một công ty con,Thu nhập lãi từ cho vay một công ty con,Thu nhập lãi từ cho vay một công ty con,27.409,24.578,27409.0,24578.0
Thu nhập lãi từ cho vay các bên liên quan khác (*),Thu nhập lãi từ cho vay các bên liên quan khác (*),Thu nhập lãi từ cho vay các bên liên quan khác (*),12.386,33.188,12386.0,33188.0
Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,23.577,39.213,23577.0,39213.0
Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,681,654,681.0,654.0
Chi phí lãi trả cho tiền gửi của các bên liên quan khác (*),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (*),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (*),16.683,22.277,16683.0,22277.0
Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,166.532,113.474,166532.0,113474.0
Thu nhập cố tức từ các bên liên quan khác (*),Thu nhập cố tức từ các bên liên quan khác (*),Thu nhập cố tức từ các bên liên quan khác (*),22.800,19.955,22800.0,19955.0
Phí thanh toán cho các công ty con,Phí thanh toán cho các công ty con,Phí thanh toán cho các công ty con,6.508,7.038,6508.0,7038.0
Phí thanh toán cho công ty liên kết,Phí thanh toán cho công ty liên kết,Phí thanh toán cho công ty liên kết,165.627,138.632,165627.0,138632.0
Thu nhập phí từ các công ty con,Thu nhập phí từ các công ty con,Thu nhập phí từ các công ty con,204,154,204.0,154.0
"Góp vốn, đầu tư vào công ty con","Góp vốn, đầu tư vào công ty con","Góp vốn, đầu tư vào công ty con",-,100.000,,100000.0
Tài sản cố định bán cho công ty con,Tài sản cố định bán cho công ty con,Tài sản cố định bán cho công ty con,-,38.788,,38788.0
Thu nhập của Ban Tổng Giám đốc,Thu nhập của Ban Tổng Giám đốc,Thu nhập của Ban Tổng Giám đốc,19.708,17.940,19708.0,17940.0
Thù lao trả cho các thành viên Hội đồng Quản trị,Thù lao trả cho các thành viên Hội đồng Quản trị,Thù lao trả cho các thành viên Hội đồng Quản trị,7.078,5.995,7078.0,5995.0
Thù lao trả cho Ban Kiểm soát,Thù lao trả cho Ban Kiểm soát,Thù lao trả cho Ban Kiểm soát,3.466,3.113,3466.0,3113.0
