row_label_raw,row_label_full,CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN_1,Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2016 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2015 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN_1,numeric__Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2016 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2015 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
1,1,1,Bảo lãnh vay vốn,39,60.862,51.670,,39.0,60862.0,51670.0
2,2,2,Cam kết giao dịch hối đoái Trong đó:,39,15.210.577,10.187.960,,39.0,15210577.0,10187960.0
2,2,2,▪ Cam kết mua ngoại tệ,,2.555.935,2.687.383,,,2555935.0,2687383.0
2,2,2,▪ Cam kết bán ngoại tệ,,2.493.758,2.263.659,,,2493758.0,2263659.0
2,2,2,▪ Cam kết giao dịch hoán đổi,,10.160.884,5.236.918,,,10160884.0,5236918.0
4,4,4,Cam kết trong nghiệp vụ L/C,39,4.443.845,3.857.488,,39.0,4443845.0,3857488.0
5,5,5,Bảo lãnh khác,39,5.552.727,4.688.320,,39.0,5552727.0,4688320.0
