row_label_raw,row_label_full,col_0,col_1,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
,,,,"Các khoản lãi, phí phải trả",2.275.898,,,2275898.0
,,,,Các khoản phải trả và công nợ khác,,,,
,,,,Chuyển tiền phải trả,383.952,,,383952.0
,,,,Thuế và các khoản phải nộp cho Nhà nước (Thuyết minh 22),29.492,,,29492.0
,,,,Doanh thu chưa thực hiện,28.286,,,28286.0
,,,,Các khoản phải trả khác (i),758.420,,,758420.0
,,,,"Quỹ khen thưởng, phúc lợi (ii)",45.600,,,45600.0
,,,,,1.245.750,,,1245750.0
,,,,,3.521.648,,,3521648.0
(i),(i),(i),Các khoản phải trả khác bao gồm:,,,,,
(i),(i),(i),Các khoản phải trả khác bao gồm:,31/12/2016Triệu VND,31/12/2015Triệu VND,,,
(i),(i) > (i),(i),Tiền giữ hộ và đợi thanh toán,85.055,85.366,,85055.0,85366.0
(i),(i) > (i),(i),Các khoản chờ thanh toán,65.730,169.969,,65730.0,169969.0
(i),(i) > (i),(i),"Các khoản phải trả cho cán bộ, nhân viên",382.270,349.309,,382270.0,349309.0
(i),(i) > (i),(i),Phải trả khác,225.365,195.730,,225365.0,195730.0
(i),(i) > (i),(i),,758.420,800.374,,758420.0,800374.0
(ii),(ii),(ii),"Biến động của quỹ khen thưởng, phúc lợi trong năm như sau:",,,,,
(ii),(ii),(ii),"Biến động của quỹ khen thưởng, phúc lợi trong năm như sau:",2016Triệu VND,2015Triệu VND,,,
(ii),(ii) > (ii),(ii),Số dư đầu năm,638,1.262,,638.0,1262.0
(ii),(ii) > (ii),(ii),Trích lập trong năm (Thuyết minh 23),50.000,10.000,,50000.0,10000.0
(ii),(ii) > (ii),(ii),Sử dụng trong năm,(5.038),(10.624),,-5038.0,-10624.0
(ii),(ii) > (ii),(ii),Số dư cuối năm,45.600,638,,45600.0,638.0
