row_label_raw,row_label_full,col_0,2015,2015_1,numeric__2015,numeric__2015_1
,,,(dã phân loại lại)Triệu VND,(theo báo cáotrước đây)Triệu VND,,
Chi phí cho nhân viên:,Chi phí cho nhân viên:,Chi phí cho nhân viên:,Chi phí cho nhân viên:,Chi phí cho nhân viên:,,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi lương và phụ cấp,Trong đó: > ▪ Chi lương và phụ cấp,▪ Chi lương và phụ cấp,563.687,1.692.431,563687.0,1692431.0
▪ Chi phí khác,Trong đó: > ▪ Chi phí khác,▪ Chi phí khác,1.216.914,88.170,1216914.0,88170.0
