row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,
▪ Chi phí xây dựng cơ bản dở dang (i),Các khoản phải thu > ▪ Chi phí xây dựng cơ bản dở dang (i),▪ Chi phí xây dựng cơ bản dở dang (i),459.862,630.543,459862.0,630543.0
▪ Phải thu từ khách hàng (ii),Các khoản phải thu > ▪ Phải thu từ khách hàng (ii),▪ Phải thu từ khách hàng (ii),3.813.640,4.680.166,3813640.0,4680166.0
▪ Phải thu từ NHNNVN,Các khoản phải thu > ▪ Phải thu từ NHNNVN,▪ Phải thu từ NHNNVN,7.107,7.107,7107.0,7107.0
▪ Các khoản tạm ứng và phải thu nội bộ,Các khoản phải thu > ▪ Các khoản tạm ứng và phải thu nội bộ,▪ Các khoản tạm ứng và phải thu nội bộ,195.986,230.503,195986.0,230503.0
▪ Cổ tức phải thu,Các khoản phải thu > ▪ Cổ tức phải thu,▪ Cổ tức phải thu,166.532,122.974,166532.0,122974.0
▪ Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 22),Các khoản phải thu > ▪ Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 22),▪ Thuế thu nhập doanh nghiệp nộp thừa (Thuyết minh 22),21.313,-,21313.0,
,,,4.664.440,5.671.293,4664440.0,5671293.0
"Các khoản lãi, phí phải thu","Các khoản phải thu > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",3.237.520,2.782.516,3237520.0,2782516.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại (Thuyết minh 22),Các khoản phải thu > Tài sản thuế thu nhập doanh nghiệp hoãn lại (Thuyết minh 22),Tài sản thuế thu nhập doanh nghiệp hoãn lại (Thuyết minh 22),-,2.800,,2800.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,,
▪ Chi phí chờ phân bổ,Tài sản Có khác > ▪ Chi phí chờ phân bổ,▪ Chi phí chờ phân bổ,510.229,533.216,510229.0,533216.0
"▪ Tài sản gán nợ đã chuyển quyền sở hữu cho TCTD,dang chờ xử lý (iii)","Tài sản Có khác > ▪ Tài sản gán nợ đã chuyển quyền sở hữu cho TCTD,dang chờ xử lý (iii)","▪ Tài sản gán nợ đã chuyển quyền sở hữu cho TCTD,dang chờ xử lý (iii)",102.579,50.598,102579.0,50598.0
▪ Tài sản khác,Tài sản Có khác > ▪ Tài sản khác,▪ Tài sản khác,40.518,32.012,40518.0,32012.0
,,,653.326,615.826,653326.0,615826.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác (iv),Tài sản Có khác > Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác (iv),Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác (iv),(516.907),(562.058),-516907.0,-562058.0
,,,8.038.379,8.510.377,8038379.0,8510377.0
