row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮUNỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,16,-,5.178.981,,16.0,,5178981.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,17,2.253.847,2.360.415,,17.0,2253847.0,2360415.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,1.754.097,2.124.874,,,1754097.0,2124874.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,499.750,235.541,,,499750.0,235541.0
III,B > III,III,Tiền gửi của khách hàng,18,207.347.013,175.395.002,,18.0,207347013.0,175395002.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",19,122.697,161.678,,19.0,122697.0,161678.0
VI,B > VI,VI,Phát hành giấy tờ có giá,20,6.054.000,3.000.000,,20.0,6054000.0,3000000.0
VII,B > VII,VII,Các khoản nợ khác,21,3.521.648,2.783.038,,21.0,3521648.0,2783038.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,2.275.898,1.742.279,,,2275898.0,1742279.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,1.245.750,1.040.759,,,1245750.0,1040759.0
,,,TỔNG NỘ PHẢI TRẢ,,219.299.205,188.879.114,,,219299205.0,188879114.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn chủ sở hữu,23,13.760.691,12.502.699,,23.0,13760691.0,12502699.0
1,B > 1,1,Vốn của tổ chức tín dụng,,8.711.240,8.711.240,,,8711240.0,8711240.0
\( a \),B > \( a \),\( a \),Vốn điều lệ,,9.376.965,9.376.965,,,9376965.0,9376965.0
\( d \),B > \( d \),\( d \),Cổ phiếu quỹ,,(665.725),(665.725),,,-665725.0,-665725.0
2,B > 2,2,Quỹ của tổ chức tín dụng,,2.287.388,2.091.190,,,2287388.0,2091190.0
5,B > 5,5,Lợi nhuận chưa phân phối,,2.762.063,1.700.269,,,2762063.0,1700269.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,13.760.691,12.502.699,,,13760691.0,12502699.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,233.059.896,201.381.813,,,233059896.0,201381813.0
