row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
200,200,200,TÀI SẢN DÀI HẠN,,3.045.850.764.906,3.182.316.358.021,,,3045850764906.0,3182316358021.0
210,210,210,Các khoản phải thu dài hạn,,2.310.962.017,6.500.000,,,2310962017.0,6500000.0
216,216,216,Phải thu dài hạn khác,7(b),2.310.962.017,6.500.000,,,2310962017.0,6500000.0
220,220,220,Tài sản cố định,,2.588.279.100.706,2.770.700.940.771,,,2588279100706.0,2770700940771.0
221,221,221,Tài sản cố định hữu hình,10(a),2.263.795.076.520,2.529.816.436.046,,,2263795076520.0,2529816436046.0
222,222,222,Nguyên giá,,4.926.840.049.364,4.830.028.692.167,,,4926840049364.0,4830028692167.0
223,223,223,Giá trị khấu hao lũy kế,,(2.663.044.972.844),(2.300.212.256.121),,,-2663044972844.0,-2300212256121.0
224,224,224,Tài sản cố định thuê tài chính,10(b),41.550.148.470,-,,,41550148470.0,
225,225,225,Nguyên giá,,41.899.309.383,-,,,41899309383.0,
226,226,226,Giá trị khấu hao lũy kế,,(349.160.913),-,,,-349160913.0,
227,227,227,Tài sản cố định vô hình,10(c),282.933.875.716,240.884.504.725,,,282933875716.0,240884504725.0
228,228,228,Nguyên giá,,330.336.039.684,279.429.712.657,,,330336039684.0,279429712657.0
229,229,229,Giá trị khấu hao lũy kế,,(47.402.163.968),(38.545.207.932),,,-47402163968.0,-38545207932.0
240,240,240,Tài sản dở dang dài hạn,,219.720.614.905,176.006.903.074,,,219720614905.0,176006903074.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,219.720.614.905,176.006.903.074,,11.0,219720614905.0,176006903074.0
250,250,250,Đầu tư tài chính dài hạn,,8.180.000.000,8.180.000.000,,,8180000000.0,8180000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(b),8.180.000.000,8.180.000.000,,,8180000000.0,8180000000.0
260,260,260,Tài sản dài hạn khác,,227.360.087.278,227.422.014.176,,,227360087278.0,227422014176.0
261,261,261,Chi phí trả trước dài hạn,9(b),227.360.087.278,208.796.145.623,,,227360087278.0,208796145623.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,-,18.625.868.553,,,,18625868553.0
270,270,270,TỔNG TÀI SẢN,,13.460.759.829.882,15.397.915.366.296,,,13460759829882.0,15397915366296.0
