row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 (**),numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 (**)
(Lỗ)/Lợi nhuận thuần phân bổ cho các cổ đông (VND),(Lỗ)/Lợi nhuận thuần phân bổ cho các cổ đông (VND),(Lỗ)/Lợi nhuận thuần phân bổ cho các cổ đông (VND),(124.684.837.727),2.225.261.058.221,-124684837727.0,2225261058221.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND) (*)",-,(69.470.153.747),,-69470153747.0
,,,(124.684.837.727),2.155.790.904.474,-124684837727.0,2155790904474.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),263.225.203,255.059.761,263225203.0,255059761.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),(474),8.452,-474.0,8452.0
