row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
100,100,100,TÀI SẢN NGÁN HẠN,,10.414.909.064.976,12.215.599.008.275,,,10414909064976.0,12215599008275.0
110,110,110,Tiền và các khoản tương đương tiền 3,,1.005.403.528.970,751.445.944.055,,,1005403528970.0,751445944055.0
111,111,111,Tiền,,948.303.528.970,670.954.162.335,,,948303528970.0,670954162335.0
112,112,112,Các khoản tương đương tiền,,57.100.000.000,80.491.781.720,,,57100000000.0,80491781720.0
120,120,120,Đầu tư tài chính ngắn hạn,,251.569.818.437,447.713.546.612,,,251569818437.0,447713546612.0
121,121,121,Chứng khoán kinh doanh,4(a),9.353.176,9.353.176,,,9353176.0,9353176.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(b),251.560.465.261,447.704.193.436,,,251560465261.0,447704193436.0
130,130,130,Các khoản phải thu ngắn hạn,,1.516.693.874.948,1.901.701.507.479,,,1516693874948.0,1901701507479.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.060.728.823.320,1.493.179.266.213,,5.0,1060728823320.0,1493179266213.0
132,132,132,Trả trước cho người bán ngắn hạn,6,438.034.966.801,351.713.227.664,,6.0,438034966801.0,351713227664.0
136,136,136,Phải thu ngắn hạn khác,7(a),26.734.127.887,63.068.470.363,,,26734127887.0,63068470363.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,5,(8.804.043.060),(6.259.456.761),,5.0,-8804043060.0,-6259456761.0
140,140,140,Hàng tồn kho,8,7.000.417.214.505,8.281.323.556.123,,8.0,7000417214505.0,8281323556123.0
141,141,141,Hàng tồn kho,,7.337.269.938.041,8.701.658.662.222,,,7337269938041.0,8701658662222.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(336.852.723.536),(420.335.106.099),,,-336852723536.0,-420335106099.0
150,150,150,Tài sản ngắn hạn khác,,640.824.628.116,833.414.454.006,,,640824628116.0,833414454006.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),16.774.143.093,13.523.389.572,,,16774143093.0,13523389572.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",14,624.032.687.013,819.891.064.434,,14.0,624032687013.0,819891064434.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,14,17.798.010,-,,14.0,17798010.0,
