row_label_raw,row_label_full,col_0,Tại ngày 1.1.2022 > Phải thuVND,Tại ngày 1.1.2022 > Phải nộpVND,Số phải nộp/phải thu trong nămVND,Số đã nộp/đã cán trừ trongnămVND,Tại ngày 31.12.2022 > Phải thuVND,Tại ngày 31.12.2022 > Phải nộpVND,numeric__Tại ngày 1.1.2022 > Phải thuVND,numeric__Tại ngày 1.1.2022 > Phải nộpVND,numeric__Số phải nộp/phải thu trong nămVND,numeric__Số đã nộp/đã cán trừ trongnămVND,numeric__Tại ngày 31.12.2022 > Phải thuVND,numeric__Tại ngày 31.12.2022 > Phải nộpVND
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,819.891.064.434,-,3.120.342.109.312,2.924.483.731.891,624.032.687.013,-,819891064434.0,,3120342109312.0,2924483731891.0,624032687013.0,
Thuế GTGT hàng bán trong nước,Thuế GTGT hàng bán trong nước,Thuế GTGT hàng bán trong nước,-,-,1.012.420.832.733,1.012.420.832.733,-,-,,,1012420832733.0,1012420832733.0,,
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,-,68.503.327.710,549.059.002.219,602.314.077.549,-,15.248.252.380,,68503327710.0,549059002219.0,602314077549.0,,15248252380.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,1.053.762.933,5.078.624.614,6.127.277.107,-,5.110.440,,1053762933.0,5078624614.0,6127277107.0,,5110440.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,-,117.980.632.034,-,117.980.632.034,-,-,,117980632034.0,,117980632034.0,,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,2.041.122.540,17.101.276.125,18.615.128.354,17.798.010,545.068.321,,2041122540.0,17101276125.0,18615128354.0,17798010.0,545068321.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,233.899.920,841.230.483,1.075.130.403,-,-,,233899920.0,841230483.0,1075130403.0,,
,,,819.891.064.434,189.812.745.137,4.704.843.075.486,4.683.016.810.071,624.050.485.023,15.798.431.141,819891064434.0,189812745137.0,4704843075486.0,4683016810071.0,624050485023.0,15798431141.0
