row_label_raw,row_label_full,col_0,Số liệu báo cáotrước đây,Điều chỉnh,Số liệu trình bày lại,numeric__Số liệu báo cáotrước đây,numeric__Điều chỉnh,numeric__Số liệu trình bày lại
Lợi nhuận thuần phân bổ cho c'accổ đông (VND),Lợi nhuận thuần phân bổ cho c'accổ đông (VND),Lợi nhuận thuần phân bổ cho c'accổ đông (VND),2.225.261.058.221,-,2.225.261.058.221,2225261058221.0,,2225261058221.0
"Điều chỉnh giảm số trích quỹkhen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹkhen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹkhen thưởng, phúc lợi (VND)",-,(69.470.153.747),(69.470.153.747),,-69470153747.0,-69470153747.0
,,,2.225.261.058.221,(69.470.153.747),2.155.790.904.474,2225261058221.0,-69470153747.0,2155790904474.0
Bình quân gia quyền số cổ phiếu phổthông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổthông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổthông đang lưu hành (cổ phiếu),213.568.012,41.491.749,255.059.761,213568012.0,41491749.0,255059761.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),10.419,,8.452,10419.0,,8452.0
