row_label_raw,row_label_full,Ông Võ Hoàng Vũ,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Quảng Trọng Lăng,Ông Quảng Trọng Lăng,Ông Quảng Trọng Lăng,Phó Tổng Giám đốc,
Bà Nguyễn Thị Ngọc Liên,Bà Nguyễn Thị Ngọc Liên,Bà Nguyễn Thị Ngọc Liên,Phó Tổng Giám đốc,
Ông Nguyễn Vinh An,Ông Nguyễn Vinh An,Ông Nguyễn Vinh An,Phó Tổng Giám đốc,
Bà Trần Ngọc Diệu,Bà Trần Ngọc Diệu,Bà Trần Ngọc Diệu,Phó Tổng Giám đốc,
Ông Nguyễn Minh Hùng,Ông Nguyễn Minh Hùng,Ông Nguyễn Minh Hùng,Phó Tổng Giám đốc(từ ngày 1 tháng 10 năm 2022),
