row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2022VND,2021VND,,,
LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH(Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,Mãsố > LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH(Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH(Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH(Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,(106.912.505.314),2.562.028.980.555,,-106912505314.0,2562028980555.0
02,Mãsố > 02,02,"Khấu hao tài sản cố định (""TSCĐ"")",377.779.451.401,378.833.971.310,,377779451401.0,378833971310.0
03,Mãsố > 03,03,Các khoản dự phòng,(80.937.796.264),423.836.211.434,,-80937796264.0,423836211434.0
04,Mãsố > 04,04,(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,(2.374.950.035),20.359.041.207,,-2374950035.0,20359041207.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,(27.780.579.840),(15.154.020.441),,-27780579840.0,-15154020441.0
06,Mãsố > 06,06,Chi phí lãi vay,262.466.234.780,243.685.237.356,,262466234780.0,243685237356.0
08,Mãsố > 08,08,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,422.239.854.728,3.613.589.421.421,,422239854728.0,3613589421421.0
09,Mãsố > 09,09,Giảm/(tăng) các khoản phải thu,562.502.615.304,(1.224.705.151.592),,562502615304.0,-1224705151592.0
10,Mãsố > 10,10,Giảm/(tăng) hàng tồn kho,1.364.388.724.181,(6.330.581.482.983),,1364388724181.0,-6330581482983.0
11,Mãsố > 11,11,(Giảm)/tăng các khoản phải trả,(2.757.282.213.653),4.111.556.190.228,,-2757282213653.0,4111556190228.0
12,Mãsố > 12,12,(Tăng)/giảm chi phí trả trước,(21.814.695.176),18.014.174.917,,-21814695176.0,18014174917.0
14,Mãsố > 14,14,Tiền lãi vay đã trả,(275.912.317.024),(230.893.376.600),,-275912317024.0,-230893376600.0
15,Mãsố > 15,15,Thuế TNDN đã nộp,(117.980.632.034),(255.631.985.625),,-117980632034.0,-255631985625.0
17,Mãsố > 17,17,Tiền chi khác từ hoạt động kinh doanh,(4.062.222.000),(9.621.840.327),,-4062222000.0,-9621840327.0
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,(827.920.885.674),(308.274.050.561),,-827920885674.0,-308274050561.0
LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ,,,
21,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ > 21,21,"Tiền chỉ để mua sắm, xây dựng TSCĐ và các tàisản dài hạn khác",(211.160.204.419),(145.066.081.288),,-211160204419.0,-145066081288.0
