row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
22,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ",13.108.209.091,-,,13108209091.0,
23,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ > 23,23,Tiền gửi có kỳ hạn tại ngân hàng,(87.302.000.000),(135.600.000.000),,-87302000000.0,-135600000000.0
24,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ > 24,24,Tiền thu hồi tiền gửi có kỳ hạn tại ngân hàng,294.749.253.051,87.100.000.000,,294749253051.0,87100000000.0
25,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ > 25,25,Tiền chỉ đầu tư góp vốn vào công ty con,-,(138.420.000.000),,,-138420000000.0
27,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ > 27,27,Tiền thu lãi tiền gửi và trái phiếu,23.460.423.093,23.241.845.719,,23460423093.0,23241845719.0
30,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,32.855.680.816,(308.744.235.569),,32855680816.0,-308744235569.0
LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
31,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,Tiền thu từ tái phát hành cổ phiếu thường,10.000.000.000,334.288.800.000,,10000000000.0,334288800000.0
33,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,Tiền thu từ đi vay,20.747.433.957.317,21.070.601.295.868,,20747433957317.0,21070601295868.0
34,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chỉ trả nợ gốc vay,(19.479.427.318.945),(20.208.184.257.647),,-19479427318945.0,-20208184257647.0
35,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 35,35,Tiền chỉ trả nợ gốc thuê tài chính,(9.217.848.063),(46.713.324.647),,-9217848063.0,-46713324647.0
36,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,Tiền cổ tức đã trả cho chủ sở hữu,(219.398.568.000),-,,-219398568000.0,
40,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,1.049.390.222.309,1.149.992.513.574,,1049390222309.0,1149992513574.0
50,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,254.325.017.451,532.974.227.444,,254325017451.0,532974227444.0
60,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,3,751.445.944.055,,3.0,751445944055.0
61,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,(367.432.536),(690.000.234),,-367432536.0,-690000234.0
70,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,3,1.005.403.528.970,,3.0,1005403528970.0
