row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2022VND,2021VND,,,,
01,Mãsố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,23.128.328.990.585,28.206.149.855.751,,,23128328990585.0,28206149855751.0
02,Mãsố > 02,02,Các khoản giảm trừ doanh thu,,(57.081.705.338),(32.747.619.525),,,-57081705338.0,-32747619525.0
10,Mãsố > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,22,23.071.247.285.247,28.173.402.236.226,,22.0,23071247285247.0,28173402236226.0
11,Mãsố > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,23,(21.589.886.519.482),(23.903.545.311.978),,23.0,-21589886519482.0,-23903545311978.0
20,Mãsố > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.481.360.765.765,4.269.856.924.248,,,1481360765765.0,4269856924248.0
21,Mãsố > 21,21,Doanh thu hoạt động tài chính,24,302.883.172.355,199.218.435.866,,24.0,302883172355.0,199218435866.0
22,Mãsố > 22,22,Chi phí tài chính,25,(502.981.252.554),(397.466.220.790),,25.0,-502981252554.0,-397466220790.0
23,Mãsố > 23,23,- Trong đó: Chi phí lãi vay,25,(262.466.234.780),(243.685.237.356),,25.0,-262466234780.0,-243685237356.0
25,Mãsố > 25,25,Chi phí bán hàng,26,(1.202.326.906.760),(1.397.951.232.015),,26.0,-1202326906760.0,-1397951232015.0
26,Mãsố > 26,26,Chi phí quản lý doanh nghiệp,27,(185.780.434.225),(122.720.788.853),,27.0,-185780434225.0,-122720788853.0
30,Mãsố > 30,30,(Lỗ)/lợi nhuận thuần từ hoạt động kinh doanh,,(106.844.655.419),2.550.937.118.456,,,-106844655419.0,2550937118456.0
31,Mãsố > 31,31,Thu nhập khác,,1.085.202.870,10.744.953.120,,,1085202870.0,10744953120.0
32,Mãsố > 32,32,Chi phí khác,,(1.153.052.765),346.908.979,,,-1153052765.0,346908979.0
40,Mãsố > 40,40,(Lỗ)/lợi nhuận khác,,(67.849.895),11.091.862.099,,,-67849895.0,11091862099.0
50,Mãsố > 50,50,Tổng (lỗ)/lợi nhuận kế toán trước thuế,,(106.912.505.314),2.562.028.980.555,,,-106912505314.0,2562028980555.0
51,Mãsố > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,28,-,(356.682.935.566),,28.0,,-356682935566.0
52,Mãsố > 52,52,(Chi phí)/thu nhập thuế TNDN hoãn lại,28,(17.772.332.413),19.915.013.232,,28.0,-17772332413.0,19915013232.0
60,Mãsố > 60,60,(Lỗ)/lợi nhuận sau thuế TNDN,,(124.684.837.727),2.225.261.058.221,,,-124684837727.0,2225261058221.0
,,,Phân bổ cho:,,,,,,,
61,Mãsố > 61,61,Cổ đông của Công ty,,(124.684.837.727),2.225.261.058.221,,,-124684837727.0,2225261058221.0
70,Mãsố > 70,70,(Lỗ)/lãi cơ bản trên cổ phiếu,20,(474),8.452,,20.0,-474.0,8452.0
71,Mãsố > 71,71,(Lỗ)/lãi suy giảm trên cổ phiếu,20,(474),8.452,,20.0,-474.0,8452.0
Nguyễn Ngọc Bảo Châu,Nguyễn Ngọc Bảo Châu,Nguyễn Ngọc Bảo Châu,Vũ Thị Huyền,,Võ Hoàng Vũ,,,,,
Người lập,Người lập,Người lập,Kế toán trưởng,,Tổng Giám đốcNgày 28 tháng 3 năm 2023,,,,,
