row_label_raw,row_label_full,col_0,col_1,2022VND,2021VND,numeric__col_1,numeric__2022VND,numeric__2021VND
Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,Các khoản chi cho các nhân sự quản lý chủ chốt,,,
Ông Hồ Minh QuangÔng Võ Hoàng Vũ,Các khoản chi cho các nhân sự quản lý chủ chốt > Ông Hồ Minh QuangÔng Võ Hoàng Vũ,Ông Hồ Minh QuangÔng Võ Hoàng Vũ,Chủ tịch Hội đồng Quản trịThành viên Hội đồng quản trị kiểm Tổng giám đốc,2.557.795.975,2.652.943.424,,2557795975.0,2652943424.0
Ông Hồ Minh QuangÔng Võ Hoàng Vũ,Các khoản chi cho các nhân sự quản lý chủ chốt > Ông Hồ Minh QuangÔng Võ Hoàng Vũ,Ông Hồ Minh QuangÔng Võ Hoàng Vũ,Chủ tịch Hội đồng Quản trịThành viên Hội đồng quản trị kiểm Tổng giám đốc,2.205.118.082,2.250.187.268,,2205118082.0,2250187268.0
Ông Nguyễn Vinh An,Các khoản chi cho các nhân sự quản lý chủ chốt > Ông Nguyễn Vinh An,Ông Nguyễn Vinh An,Thành viên Hội đồng quản trị kiểm Phó Tổng Giám Đốc,1.190.327.538,1.756.830.884,,1190327538.0,1756830884.0
Bà Nguyễn Ngọc Ý NhiÔng Võ Thời,Các khoản chi cho các nhân sự quản lý chủ chốt > Bà Nguyễn Ngọc Ý NhiÔng Võ Thời,Bà Nguyễn Ngọc Ý NhiÔng Võ Thời,Thành viên Hội đồng quản trị,100.000.000,140.000.000,,100000000.0,140000000.0
Bà Nguyễn Ngọc Ý NhiÔng Võ Thời,Các khoản chi cho các nhân sự quản lý chủ chốt > Bà Nguyễn Ngọc Ý NhiÔng Võ Thời,Bà Nguyễn Ngọc Ý NhiÔng Võ Thời,Thành viên Hội đồng quản trị,100.000.000,140.000.000,,100000000.0,140000000.0
Ông Nguyễn Hữu Kinh LuânBà Nguyễn Thị Bích Nhi,Các khoản chi cho các nhân sự quản lý chủ chốt > Ông Nguyễn Hữu Kinh LuânBà Nguyễn Thị Bích Nhi,Ông Nguyễn Hữu Kinh LuânBà Nguyễn Thị Bích Nhi,Thành viên Hội đồng quản trịTrường ban kiểm soát,100.000.000,140.000.000,,100000000.0,140000000.0
Ông Nguyễn Hữu Kinh LuânBà Nguyễn Thị Bích Nhi,Các khoản chi cho các nhân sự quản lý chủ chốt > Ông Nguyễn Hữu Kinh LuânBà Nguyễn Thị Bích Nhi,Ông Nguyễn Hữu Kinh LuânBà Nguyễn Thị Bích Nhi,Thành viên Hội đồng quản trịTrường ban kiểm soát,308.757.560,374.968.424,,308757560.0,374968424.0
Bà Võ Thị Vui,Các khoản chi cho các nhân sự quản lý chủ chốt > Bà Võ Thị Vui,Bà Võ Thị Vui,Thành viên ban kiểm soát,353.625.101,290.794.149,,353625101.0,290794149.0
Ông Lê Nhật Tân,Các khoản chi cho các nhân sự quản lý chủ chốt > Ông Lê Nhật Tân,Ông Lê Nhật Tân,Thành viên ban kiểm soát,298.888.686,305.049.075,,298888686.0,305049075.0
Các thành viên khác,Các khoản chi cho các nhân sự quản lý chủ chốt > Các thành viên khác,Các thành viên khác,Thành viên Ban Tổng Giám Đốc,5.857.438.212,8.591.416.792,,5857438212.0,8591416792.0
,,,,13.071.951.154,16.642.190.016,,13071951154.0,16642190016.0
