row_label_raw,row_label_full,col_0,Tại ngày1.1.2022VND,TăngVND,GiảmVND,Nợ dài hạnđến hạn trảVND,Đánh giá lạicuối nămVND,Tại ngày 31.12.2022VND,numeric__Tại ngày1.1.2022VND,numeric__TăngVND,numeric__GiảmVND,numeric__Nợ dài hạnđến hạn trảVND,numeric__Đánh giá lạicuối nămVND,numeric__Tại ngày 31.12.2022VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),3.773.154.733.117,20.747.433.957.317,(19.461.527.967.347),28.600.000.000,(10.159.449.815),5.077.501.273.272,3773154733117.0,20747433957317.0,-19461527967347.0,28600000000.0,-10159449815.0,5077501273272.0
Nợ thuê tài chính (thuyếtminh 16(c)),Nợ thuê tài chính (thuyếtminh 16(c)),Nợ thuê tài chính (thuyếtminh 16(c)),-,-,-,33.798.776.242,-,33.798.776.242,,,,33798776242.0,,33798776242.0
,,,3.773.154.733.117,20.747.433.957.317,(19.461.527.967.347),62.398.776.242,(10.159.449.815),5.111.300.049.514,3773154733117.0,20747433957317.0,-19461527967347.0,62398776242.0,-10159449815.0,5111300049514.0
