row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Công cụ dụng cụ chờ phân bổ,Ngắn hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,60.707.443,719.354.566,60707443.0,719354566.0
Các khoản khác,Ngắn hạn > Các khoản khác,Các khoản khác,79.360.393,127.818.481,79360393.0,127818481.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,140.067.836,847.173.047,140067836.0,847173047.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công cụ dụng cụ chờ phân bổ,Dài hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,649.726.007,1.457.541.908,649726007.0,1457541908.0
Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Dài hạn > Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Giá trị tiềm năng phát triển và giá trị thương hiệu (*),7.583.832.567,12.233.228.917,7583832567.0,12233228917.0
Chi phí sửa chữa TSCĐ,Dài hạn > Chi phí sửa chữa TSCĐ,Chi phí sửa chữa TSCĐ,378.418.318,2.741.823.515,378418318.0,2741823515.0
Các khoản khác,Dài hạn > Các khoản khác,Các khoản khác,474.292.370,259.549.987,474292370.0,259549987.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,9.086.269.262,16.692.144.327,9086269262.0,16692144327.0
