row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải thu ngắn hạn từ khách hàng,Phải thu ngắn hạn từ khách hàng,Phải thu ngắn hạn từ khách hàng,22.887.736.753,47.499.835.069,22887736753.0,47499835069.0
- Công ty TNHH Đầu tư Thương mại và Sản xuất Hải Nam,- Công ty TNHH Đầu tư Thương mại và Sản xuất Hải Nam,- Công ty TNHH Đầu tư Thương mại và Sản xuất Hải Nam,-,23.002.925.955,,23002925955.0
- Công ty Cổ phần Phú Tài,- Công ty Cổ phần Phú Tài,- Công ty Cổ phần Phú Tài,1.379.784.344,2.547.109.067,1379784344.0,2547109067.0
- Công ty TNHH Thương mại và Sản xuất Mỹ Đoàn,- Công ty TNHH Thương mại và Sản xuất Mỹ Đoàn,- Công ty TNHH Thương mại và Sản xuất Mỹ Đoàn,-,5.233.998.425,,5233998425.0
- Công ty Cổ phần Tập đoàn Flamingo,- Công ty Cổ phần Tập đoàn Flamingo,- Công ty Cổ phần Tập đoàn Flamingo,1.793.556.125,-,1793556125.0,
- Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,- Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,- Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,1.769.807.645,1.676.507.616,1769807645.0,1676507616.0
- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,17.944.588.639,15.039.294.006,17944588639.0,15039294006.0
Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 30),Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 30),Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 30),1.213.617.487,953.620.465,1213617487.0,953620465.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,24.101.354.240,48.453.455.534,24101354240.0,48453455534.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(2.209.685.180),(2.839.676.907),-2209685180.0,-2839676907.0
